Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,227.12M,217.84M,246.3M,243.35M,207.13M
Cash & Short Term Investments Growth,-,-4.09%,13.06%,-1.20%,-14.88%
Cash Only,226.09M,216.81M,245.24M,242.28M,206.12M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.38%,3.09%,3.51%,3.44%,2.75%
Total Accounts Receivable,644.03M,660.45M,650.38M,706.8M,755.34M
Total Accounts Receivable Growth,-,2.55%,-1.52%,8.67%,6.87%
"Accounts Receivables, Net",644.03M,660.45M,642.88M,697.84M,747.61M
"Accounts Receivables, Gross",651.57M,667.48M,650.06M,704M,755.53M
Bad Debt/Doubtful Accounts,(7.54M),(7.02M),(7.18M),(6.15M),(7.93M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.42,1.36,1.39,1.29,1.29
Inventories,194.34M,181.69M,199.15M,221.18M,256.77M
Finished Goods,133.96M,122M,125.76M,150.76M,175.91M
Work in Progress,28.31M,28.34M,40.27M,35.65M,43.62M
Raw Materials,32.07M,31.35M,33.12M,34.76M,37.24M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,202.42M,319.05M,178.27M,161.77M,173.85M
Miscellaneous Current Assets,-,139.56M,-,-,-
Total Current Assets,1.27B,1.38B,1.27B,1.33B,1.39B
"Net Property, Plant & Equipment",1.47B,1.46B,1.58B,1.63B,1.77B
"Property, Plant & Equipment - Gross",-,-,2.69B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,210.58M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,1.1B,-,-
Total Investments and Advances,215.17M,202.27M,202.43M,199.38M,280.16M
Other Long-Term Investments,40.75M,44.43M,52.79M,61.69M,152.3M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.6B,3.84B,3.77B,3.72B,3.89B
Net Goodwill,2.54B,2.74B,2.71B,2.7B,2.86B
Net Other Intangibles,1.06B,1.1B,-,-,-
Other Assets,142.63M,139.17M,150.46M,157.27M,155.47M
Total Assets,6.72B,7.06B,7.02B,7.08B,7.53B
Total Assets Growth,-,5.03%,-0.48%,0.72%,6.42%
