Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.58B,2.7B,2.73B,2.69B,2.75B
Cash & Short Term Investments Growth,-,4.37%,1.23%,-1.57%,2.48%
Cash Only,1.16B,1.44B,1.05B,716M,735.4M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,57.39%,56.49%,56.16%,53.16%,52.80%
Total Accounts Receivable,483.5M,529.1M,514.3M,544.5M,612M
Total Accounts Receivable Growth,-,9.43%,-2.80%,5.87%,12.40%
"Accounts Receivables, Net",483.5M,529.1M,514.3M,544.5M,560.8M
"Accounts Receivables, Gross",483.5M,529.1M,519.7M,544.5M,560.8M
Bad Debt/Doubtful Accounts,-,-,(5.4M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.23,1.23,1.36,1.15,1.14
Inventories,319.3M,351.3M,357.3M,342.2M,339.5M
Finished Goods,201.1M,203.8M,195.9M,166.7M,167.1M
Work in Progress,13.6M,18.4M,16.2M,15.8M,21.3M
Raw Materials,104.6M,129.1M,145.2M,159.7M,151.1M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,86.5M,77.9M,81.6M,171.7M,102.4M
Miscellaneous Current Assets,86.5M,77.9M,81.6M,171.7M,34.7M
Total Current Assets,3.47B,3.66B,3.68B,3.75B,3.81B
"Net Property, Plant & Equipment",770.8M,833.5M,889.9M,938.8M,1.02B
"Property, Plant & Equipment - Gross",957.6M,1.04B,1.12B,1.2B,1.32B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,39.3M,45.5M,52.7M,54.4M,56.4M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,186.8M,203M,231.5M,264.9M,303.8M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.1M,47.3M,26.5M,58M,53.6M
Net Goodwill,19.1M,23.9M,26.5M,26.6M,25.6M
Net Other Intangibles,-,23.4M,-,-,-
Other Assets,23.3M,22.6M,42M,22.8M,24.8M
Total Assets,4.5B,4.78B,4.86B,5.06B,5.22B
Total Assets Growth,-,6.04%,1.84%,3.98%,3.17%
