Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.95B,3.2B,3.12B,2.91B,3.43B
Cash & Short Term Investments Growth,-,-19.13%,-2.47%,-6.48%,17.54%
Cash Only,1.03B,495M,470M,652M,778M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,26.96%,23.02%,20.82%,20.51%,23.14%
Total Accounts Receivable,567M,536M,546M,658M,401M
Total Accounts Receivable Growth,-,-5.47%,1.87%,20.51%,-39.06%
"Accounts Receivables, Net",567M,536M,546M,658M,401M
"Accounts Receivables, Gross",567M,536M,546M,658M,401M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.69,3.64,3.48,2.55,6.63
Inventories,52M,62M,62M,78M,93M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,52M,62M,62M,-,93M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,201M,208M,196M,324M,313M
Miscellaneous Current Assets,201M,208M,196M,324M,313M
Total Current Assets,4.77B,4B,3.92B,3.97B,4.23B
"Net Property, Plant & Equipment",7.5B,7.49B,7.59B,7.78B,8.14B
"Property, Plant & Equipment - Gross",11.21B,11.27B,11.45B,11.6B,12.06B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.7B,3.78B,3.86B,3.81B,3.92B
Total Investments and Advances,-,-,34M,-,-
Other Long-Term Investments,-,-,34M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.05B,2.05B,2.04B,2.04B,2.04B
Net Goodwill,1.94B,1.94B,2.04B,-,2.04B
Net Other Intangibles,103M,102M,-,-,-
Other Assets,336M,346M,362M,411M,387M
Total Assets,14.66B,13.88B,14.96B,14.21B,14.8B
Total Assets Growth,-,-5.28%,7.79%,-5.04%,4.15%
