Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.08B,12.92B,8.04B,6.54B,7.18B
Cash & Short Term Investments Growth,-,59.87%,-37.80%,-18.58%,9.76%
Cash Only,6.63B,11.97B,7.99B,6.53B,5.2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.52%,19.88%,13.14%,11.05%,12.11%
Total Accounts Receivable,4.48B,4.77B,5.84B,5.08B,5.33B
Total Accounts Receivable Growth,-,6.39%,22.54%,-13.05%,4.92%
"Accounts Receivables, Net",4.48B,4.77B,4.9B,5.08B,5.33B
"Accounts Receivables, Gross",4.48B,4.77B,4.92B,5.08B,5.33B
Bad Debt/Doubtful Accounts,-,-,(26M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.46,1.41,1.17,1.22,1.23
Inventories,4.12B,4.15B,4.09B,4.41B,4.55B
Finished Goods,1.03B,1.17B,1.07B,1.08B,1.01B
Work in Progress,2.44B,2.31B,2.37B,2.58B,2.76B
Raw Materials,641M,667M,647M,750M,779M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.42B,2.54B,1.42B,2.49B,2.26B
Miscellaneous Current Assets,2.42B,2.54B,200M,2.49B,2.26B
Total Current Assets,19.1B,24.38B,19.39B,18.52B,19.32B
"Net Property, Plant & Equipment",4.91B,4.98B,5.75B,5.14B,5.16B
"Property, Plant & Equipment - Gross",14.01B,14.18B,14.55B,14.04B,14.16B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,1.15B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,9.1B,9.2B,8.8B,8.9B,9B
Total Investments and Advances,4.35B,4.65B,4.51B,4.21B,4.05B
Other Long-Term Investments,937M,1.4B,1.14B,1.2B,1.21B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,29.98B,29.32B,30.07B,29.46B,28.79B
Net Goodwill,14.68B,14.67B,14.89B,14.9B,14.87B
Net Other Intangibles,15.31B,14.66B,-,-,-
Other Assets,1.43B,1.66B,1.45B,1.86B,1.97B
Total Assets,59.77B,64.99B,61.17B,59.2B,59.29B
Total Assets Growth,-,8.73%,-5.89%,-3.22%,0.17%
