Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.84B,3.12B,3.96B,4.19B,3.9B
Cash & Short Term Investments Growth,-,9.95%,26.98%,5.91%,-7.01%
Cash Only,2.83B,3.12B,3.91B,4.17B,3.9B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.20%,9.08%,11.50%,12.40%,2.74%
Total Accounts Receivable,2.66B,2.46B,2.45B,2.43B,7.05B
Total Accounts Receivable Growth,-,-7.34%,-0.65%,-0.82%,190.56%
"Accounts Receivables, Net",2.66B,2.46B,2.45B,2.43B,7.05B
"Accounts Receivables, Gross",2.66B,2.46B,2.5B,2.49B,7.19B
Bad Debt/Doubtful Accounts,-,-,(54M),(61M),(138M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.15,1.28,1.30,1.30,1.39
Inventories,653M,254M,245M,143M,-
Finished Goods,653M,254M,245M,143M,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,583M,824M,615M,412M,4.5B
Miscellaneous Current Assets,583M,824M,615M,412M,4.5B
Total Current Assets,6.73B,6.66B,7.26B,7.17B,15.45B
"Net Property, Plant & Equipment",1.24B,1.31B,1.87B,1.33B,5.6B
"Property, Plant & Equipment - Gross",-,-,3.2B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,904M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,1.33B,-,-
Total Investments and Advances,956M,501M,1.46B,1.39B,1.92B
Other Long-Term Investments,600M,148M,416M,357M,115M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,20.09B,19.74B,19.23B,18.75B,83B
Net Goodwill,13.01B,12.96B,12.91B,12.87B,34.27B
Net Other Intangibles,-,-,-,-,-
Other Assets,5.56B,6.11B,3.85B,5.17B,36.28B
Total Assets,34.57B,34.32B,34.43B,33.8B,142.24B
Total Assets Growth,-,-0.73%,0.32%,-1.82%,320.84%
