Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.52B,1.93B,1.49B,1.79B,1.07B
Cash & Short Term Investments Growth,-,27.32%,-23.16%,20.73%,-40.58%
Cash Only,1.38B,1.9B,1.48B,1.79B,1.07B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.08%,5.00%,4.04%,4.74%,2.88%
Total Accounts Receivable,4.9B,5.25B,4.95B,5.39B,5.41B
Total Accounts Receivable Growth,-,7.23%,-5.75%,8.93%,0.30%
"Accounts Receivables, Net",4.9B,5.25B,4.81B,5.39B,5.41B
"Accounts Receivables, Gross",4.9B,5.26B,4.81B,5.4B,5.41B
Bad Debt/Doubtful Accounts,(7M),(7M),(6M),(6M),(5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.36,2.42,2.59,2.43,2.74
Inventories,4.84B,4.98B,4.96B,4.98B,5.1B
Finished Goods,3.17B,3.33B,3.33B,3.38B,3.3B
Work in Progress,197M,167M,178M,206M,219M
Raw Materials,1.48B,1.49B,1.39B,1.39B,1.58B
Progress Payments & Other,-,-,57M,-,-
Other Current Assets,1.64B,1.82B,824M,1.13B,1.28B
Miscellaneous Current Assets,1.64B,1.82B,528M,1.13B,1.28B
Total Current Assets,12.9B,13.99B,12.22B,13.29B,12.85B
"Net Property, Plant & Equipment",16.28B,16.63B,16.5B,16.63B,16.6B
"Property, Plant & Equipment - Gross",23.81B,24.36B,24.33B,24.64B,24.53B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.53B,7.74B,7.83B,8B,7.92B
Total Investments and Advances,4.94B,4.92B,5.07B,4.81B,4.78B
Other Long-Term Investments,34M,36M,282M,62M,236M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.61B,2.56B,2.57B,2.54B,2.41B
Net Goodwill,1.93B,1.89B,1.88B,1.87B,1.79B
Net Other Intangibles,677M,666M,-,-,-
Other Assets,539M,567M,211M,585M,381M
Total Assets,37.26B,38.66B,36.74B,37.85B,37.02B
Total Assets Growth,-,3.77%,-4.97%,3.03%,-2.19%
