Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.84B,1.26B,1.35B,1.12B,1.11B
Cash & Short Term Investments Growth,-,-31.79%,7.49%,-17.20%,-0.36%
Cash Only,1.84B,1.26B,1.35B,1.12B,1.11B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.94%,15.40%,16.30%,13.59%,13.59%
Total Accounts Receivable,975M,973M,953M,1.01B,1.02B
Total Accounts Receivable Growth,-,-0.21%,-2.06%,6.09%,1.29%
"Accounts Receivables, Net",975M,973M,953M,1.01B,1.02B
"Accounts Receivables, Gross",1.02B,1.02B,997M,1.05B,1.07B
Bad Debt/Doubtful Accounts,(41M),(43M),(44M),(37M),(41M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.39,1.30,1.39,1.26,1.33
Inventories,642M,679M,700M,804M,852M
Finished Goods,244M,252M,236M,282M,318M
Work in Progress,62M,62M,58M,71M,71M
Raw Materials,336M,365M,406M,451M,463M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,166M,150M,158M,186M,185M
Miscellaneous Current Assets,166M,150M,158M,186M,185M
Total Current Assets,3.62B,3.06B,3.16B,3.12B,3.17B
"Net Property, Plant & Equipment",626M,618M,948M,636M,608M
"Property, Plant & Equipment - Gross",-,-,2.13B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,1.18B,-,-
Total Investments and Advances,-,1M,8M,5M,77M
Other Long-Term Investments,-,1M,8M,5M,77M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.9B,3.85B,3.81B,3.78B,3.69B
Net Goodwill,2.84B,2.82B,2.79B,2.78B,2.71B
Net Other Intangibles,1.06B,1.04B,-,-,-
Other Assets,637M,622M,126M,676M,641M
Total Assets,8.79B,8.15B,8.28B,8.22B,8.19B
Total Assets Growth,-,-7.22%,1.53%,-0.69%,-0.37%
