Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.08B,2.28B,2.35B,2.54B,2.72B
Cash & Short Term Investments Growth,-,9.76%,2.81%,8.35%,7.01%
Cash Only,1.8B,2B,2.06B,2.26B,2.44B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,53.29%,54.40%,47.21%,50.34%,51.18%
Total Accounts Receivable,438.17M,516.69M,616.3M,562.34M,682.97M
Total Accounts Receivable Growth,-,17.92%,19.28%,-8.75%,21.45%
"Accounts Receivables, Net",438.17M,516.69M,616.3M,562.34M,682.97M
"Accounts Receivables, Gross",438.17M,516.69M,616.3M,562.34M,682.97M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.61,1.57,1.40,1.30,1.33
Inventories,16.68M,21.3M,27.9M,35.46M,54.5M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,84.25M,101.73M,126.28M,146.13M,165.95M
Miscellaneous Current Assets,84.25M,101.73M,126.28M,146.13M,165.95M
Total Current Assets,2.62B,2.92B,3.12B,3.29B,3.63B
"Net Property, Plant & Equipment",689.04M,713.85M,751.47M,756.61M,748.68M
"Property, Plant & Equipment - Gross",848.3M,881.65M,927.19M,942.42M,940.54M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,69.86M,75.11M,79.87M,85.33M,86.18M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,159.26M,167.79M,175.72M,185.81M,191.86M
Total Investments and Advances,222.37M,193.78M,222.99M,176.38M,151.43M
Other Long-Term Investments,222.37M,193.78M,222.99M,176.38M,151.43M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,317.12M,311.73M,306.35M,300.96M,295.58M
Net Goodwill,155.59M,155.59M,155.59M,155.59M,155.59M
Net Other Intangibles,161.52M,156.14M,-,-,-
Other Assets,56.03M,55.67M,66.34M,66.81M,62.64M
Total Assets,3.9B,4.2B,4.97B,5.05B,5.32B
Total Assets Growth,-,7.53%,18.46%,1.62%,5.24%
