Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.24B,2.1B,2.18B,1.87B,1.82B
Cash & Short Term Investments Growth,-,-6.08%,4.00%,-14.61%,-2.31%
Cash Only,2.24B,2.1B,2.18B,1.87B,1.82B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.33%,12.79%,13.22%,10.71%,10.58%
Total Accounts Receivable,1.55B,1.55B,1.72B,1.6B,1.57B
Total Accounts Receivable Growth,-,-0.52%,11.59%,-7.31%,-2.07%
"Accounts Receivables, Net",1.5B,1.5B,1.67B,1.53B,-
"Accounts Receivables, Gross",1.57B,1.57B,1.74B,1.61B,-
Bad Debt/Doubtful Accounts,(71M),(71M),(73M),(74M),-
Other Receivable,55M,46M,-,-,-
Accounts Receivable Turnover,1.60,1.62,1.58,1.56,1.71
Inventories,253M,308M,248M,308M,311M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,253M,308M,248M,308M,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,414M,419M,443M,391M,458M
Miscellaneous Current Assets,414M,419M,443M,391M,458M
Total Current Assets,4.46B,4.37B,4.6B,4.16B,4.09B
"Net Property, Plant & Equipment",3.31B,3.17B,3.1B,3.14B,2.99B
"Property, Plant & Equipment - Gross",7.77B,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,1.63B,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.46B,-,-,-,-
Total Investments and Advances,369M,543M,553M,612M,-
Other Long-Term Investments,298M,332M,338M,333M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.83B,6.67B,6.64B,7.83B,7.84B
Net Goodwill,4.65B,4.57B,4.56B,5.17B,5.17B
Net Other Intangibles,2.18B,2.11B,-,-,-
Other Assets,1.43B,1.31B,1.34B,1.4B,1.38B
Total Assets,16.77B,16.42B,16.52B,17.42B,17.22B
Total Assets Growth,-,-2.10%,0.62%,5.44%,-1.14%
