Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.09B,1.39B,1.37B,1.66B,1.81B
Cash & Short Term Investments Growth,-,27.29%,-1.29%,21.21%,8.76%
Cash Only,1.09B,1.39B,1.37B,1.66B,1.81B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.71%,15.55%,14.26%,16.29%,16.77%
Total Accounts Receivable,669.1M,720M,809.4M,910.7M,1.14B
Total Accounts Receivable Growth,-,7.61%,12.42%,12.52%,24.97%
"Accounts Receivables, Net",669.1M,720M,809.4M,910.7M,1.14B
"Accounts Receivables, Gross",669.1M,720M,809.4M,910.7M,1.14B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.50,2.42,2.28,2.14,1.83
Inventories,1.31B,1.33B,1.38B,1.5B,1.56B
Finished Goods,314.2M,295.1M,316.4M,331M,356M
Work in Progress,844.8M,871.7M,888.9M,971.5M,1.01B
Raw Materials,150.3M,160.8M,174.2M,193.5M,198M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,159M,203.6M,220M,296.8M,274.4M
Miscellaneous Current Assets,159M,203.6M,220M,296.8M,274.4M
Total Current Assets,3.23B,3.64B,3.78B,4.37B,4.79B
"Net Property, Plant & Equipment",2.59B,2.55B,2.69B,2.73B,2.94B
"Property, Plant & Equipment - Gross",-,-,6.03B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,3.34B,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.08B,2.05B,2.43B,2.41B,2.27B
Net Goodwill,1.66B,1.66B,1.94B,1.94B,1.82B
Net Other Intangibles,416.3M,390.3M,-,-,-
Other Assets,267.8M,312M,350.5M,355.4M,415.6M
Total Assets,8.59B,8.94B,9.63B,10.21B,10.79B
Total Assets Growth,-,4.03%,7.66%,6.09%,5.64%
