Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,426.2M,675.52M,329.27M,338.06M,339.72M
Cash & Short Term Investments Growth,-,58.50%,-51.26%,2.67%,0.49%
Cash Only,426.2M,675.52M,329.27M,338.06M,339.72M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.80%,7.16%,3.16%,3.18%,3.21%
Total Accounts Receivable,532.4M,841.23M,671.46M,868.43M,654.4M
Total Accounts Receivable Growth,-,58.01%,-20.18%,29.33%,-24.65%
"Accounts Receivables, Net",532.4M,841.23M,671.46M,868.43M,654.4M
"Accounts Receivables, Gross",532.4M,841.23M,700.3M,868.43M,654.4M
Bad Debt/Doubtful Accounts,-,-,(28.84M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.74,2.81,3.46,3.07,3.63
Inventories,1.06B,1.03B,988.51M,1.03B,1.21B
Finished Goods,677.25M,662.07M,649.08M,685.02M,841.04M
Work in Progress,140.87M,131.52M,110.01M,150.72M,164.44M
Raw Materials,412.73M,403.37M,395.36M,383.56M,390.56M
Progress Payments & Other,(170.43M),(170.43M),(165.94M),(187.8M),(187.8M)
Other Current Assets,200.16M,198.66M,256.97M,219.45M,226.11M
Miscellaneous Current Assets,136M,130.42M,127.68M,132.53M,130.34M
Total Current Assets,2.22B,2.74B,2.25B,2.46B,2.43B
"Net Property, Plant & Equipment",2.55B,2.57B,2.94B,2.95B,2.93B
"Property, Plant & Equipment - Gross",5.3B,5.33B,5.75B,5.81B,5.81B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.75B,2.77B,2.81B,2.86B,2.88B
Total Investments and Advances,81.61M,77.87M,93.09M,109.38M,139.73M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.68B,3.66B,4.67B,4.65B,4.62B
Net Goodwill,2.17B,2.16B,2.63B,2.62B,2.62B
Net Other Intangibles,1.51B,1.49B,-,-,-
Other Assets,324.94M,354.08M,423.4M,440.58M,427.78M
Total Assets,8.88B,9.44B,10.41B,10.65B,10.59B
Total Assets Growth,-,6.25%,10.31%,2.24%,-0.53%
