Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.57B,838.4M,819.3M,684.3M,682.9M
Cash & Short Term Investments Growth,-,-46.46%,-2.28%,-16.48%,-0.20%
Cash Only,1.57B,838.4M,819.3M,684.3M,682.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.80%,5.60%,4.98%,4.21%,4.25%
Total Accounts Receivable,817.9M,830.4M,930.2M,929M,940.9M
Total Accounts Receivable Growth,-,1.53%,12.02%,-0.13%,1.28%
"Accounts Receivables, Net",817.9M,830.4M,930.2M,929M,940.9M
"Accounts Receivables, Gross",817.9M,830.4M,969.9M,968.4M,978.8M
Bad Debt/Doubtful Accounts,-,-,(39.7M),(39.4M),(37.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.61,1.56,1.48,1.48,1.56
Inventories,488M,506.8M,512.7M,553.3M,547.7M
Finished Goods,235.5M,231.1M,215.4M,232M,224.8M
Work in Progress,80.2M,87.9M,94M,103M,104M
Raw Materials,172.3M,187.8M,203.3M,218.3M,218.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,214.7M,249.7M,252.7M,281.1M,273.8M
Miscellaneous Current Assets,214.7M,249.7M,252.7M,281.1M,273.8M
Total Current Assets,3.09B,2.43B,2.51B,2.45B,2.45B
"Net Property, Plant & Equipment",580.1M,575.3M,571.1M,412.6M,407.6M
"Property, Plant & Equipment - Gross",1.28B,1.28B,1.25B,1.14B,1.14B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,696.2M,701.1M,679M,723.2M,733.1M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,10.48B,11.61B,13.04B,12.92B,12.74B
Net Goodwill,7.35B,8.22B,9.15B,9.13B,9.06B
Net Other Intangibles,3.13B,3.39B,-,-,-
Other Assets,348M,361.9M,337.3M,484.3M,481.3M
Total Assets,14.5B,14.98B,16.47B,16.27B,16.07B
Total Assets Growth,-,3.32%,9.95%,-1.21%,-1.20%
