Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.86B,2.35B,4.73B,6.93B,2.53B
Cash & Short Term Investments Growth,-,-17.69%,100.76%,46.61%,-63.50%
Cash Only,2.86B,2.35B,4.73B,6.93B,2.53B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,11.68%,9.52%,17.53%,23.49%,6.83%
Total Accounts Receivable,2.75B,3.5B,2.75B,3.48B,4.28B
Total Accounts Receivable Growth,-,27.05%,-21.55%,26.85%,22.92%
"Accounts Receivables, Net",2.75B,3.5B,2.75B,3.48B,4.28B
"Accounts Receivables, Gross",2.88B,3.62B,2.86B,3.6B,4.39B
Bad Debt/Doubtful Accounts,(124M),(116M),(112M),(114M),(112M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.71,1.41,1.63,1.38,1.17
Inventories,2.11B,2.05B,2.34B,2.4B,2.32B
Finished Goods,666M,616M,744M,764M,681M
Work in Progress,-,-,-,-,-
Raw Materials,1.45B,1.43B,1.59B,1.64B,1.64B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.04B,529M,1.05B,729M,247M
Miscellaneous Current Assets,1.04B,529M,1.05B,729M,247M
Total Current Assets,8.77B,8.43B,10.86B,13.54B,9.38B
"Net Property, Plant & Equipment",4.17B,4.3B,4.22B,4.09B,3.89B
"Property, Plant & Equipment - Gross",9.82B,9.99B,9.98B,9.72B,9.36B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.65B,5.69B,5.76B,5.63B,5.47B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,96M,115M,91M,88M,87M
Intangible Assets,10.77B,10.6B,10.49B,10.33B,21.68B
Net Goodwill,7.78B,7.72B,7.7B,7.63B,14.75B
Net Other Intangibles,2.99B,2.88B,-,-,-
Other Assets,575M,1.18B,1.2B,1.35B,1.91B
Total Assets,24.48B,24.72B,26.96B,29.5B,37.04B
Total Assets Growth,-,0.94%,9.08%,9.41%,25.58%
