Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,11.93B,21.34B,21.21B,38.63B,4.1B
Cash & Short Term Investments Growth,-,78.91%,-0.58%,82.10%,-89.38%
Cash Only,11.88B,21.27B,21.17B,38.57B,4.02B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.19%,3.90%,3.85%,6.69%,0.96%
Total Accounts Receivable,20.05B,20.39B,22.38B,21.94B,15.9B
Total Accounts Receivable Growth,-,1.69%,9.75%,-1.95%,-27.52%
"Accounts Receivables, Net",18.41B,18.63B,20.26B,19.96B,14.14B
"Accounts Receivables, Gross",19.26B,19.44B,21.03B,20.75B,14.79B
Bad Debt/Doubtful Accounts,(843M),(806M),(771M),(788M),(655M)
Other Receivable,1.64B,1.76B,-,-,-
Accounts Receivable Turnover,2.20,1.96,1.83,1.74,1.86
Inventories,2.81B,3.09B,3.46B,3.15B,3.24B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,3.46B,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,19.61B,7.19B,7.14B,8.18B,2.47B
Miscellaneous Current Assets,19.61B,7.19B,7.14B,8.18B,2.47B
Total Current Assets,54.4B,52B,54.2B,71.9B,25.71B
"Net Property, Plant & Equipment",147.98B,148.76B,150.08B,151.1B,146.94B
"Property, Plant & Equipment - Gross",346.65B,350.21B,353.67B,347.38B,345.16B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,17.92B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,198.67B,201.45B,203.58B,196.28B,198.21B
Total Investments and Advances,3.34B,10.12B,8.76B,7.25B,5.74B
Other Long-Term Investments,1.49B,1.49B,1.49B,1.31B,1.21B
Long-Term Note Receivables,2.4B,655M,1.05B,582M,1.45B
Intangible Assets,294.14B,292.93B,276.81B,292.07B,221.67B
Net Goodwill,134.63B,133.66B,133.22B,133.25B,92.75B
Net Other Intangibles,159.51B,159.27B,-,-,-
Other Assets,42.45B,42.64B,60.71B,54.29B,24.92B
Total Assets,544.71B,547.11B,551.62B,577.2B,426.43B
Total Assets Growth,-,0.44%,0.83%,4.64%,-26.12%
