Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,114M,1.84B,846M,1.63B,2.23B
Cash & Short Term Investments Growth,-,"1,517.54%",-54.12%,92.79%,36.66%
Cash Only,114M,1.84B,846M,1.63B,2.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.23%,3.73%,1.73%,3.41%,4.49%
Total Accounts Receivable,1.62B,1.62B,2.09B,1.93B,2.22B
Total Accounts Receivable Growth,-,-0.49%,29.02%,-7.24%,14.94%
"Accounts Receivables, Net",1.62B,1.61B,2.08B,1.93B,2.22B
"Accounts Receivables, Gross",1.87B,1.89B,2.4B,2.27B,2.54B
Bad Debt/Doubtful Accounts,(251M),(280M),(325M),(341M),(324M)
Other Receivable,9M,9M,-,-,-
Accounts Receivable Turnover,1.38,1.73,0.36,1.74,1.09
Inventories,819M,719M,744M,538M,734M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,819M,719M,744M,538M,734M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,644M,2.64B,2.58B,625M,981M
Miscellaneous Current Assets,391M,2.5B,2.51B,525M,650M
Total Current Assets,3.2B,6.82B,6.25B,4.73B,6.17B
"Net Property, Plant & Equipment",37.26B,33.79B,34.57B,34.93B,35.35B
"Property, Plant & Equipment - Gross",48.48B,43.28B,43.89B,44.5B,45.08B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,11.23B,9.5B,9.32B,9.57B,9.73B
Total Investments and Advances,3.5B,3.43B,3.28B,3.31B,3.12B
Other Long-Term Investments,3.5B,3.43B,3.11B,3.31B,3.12B
Long-Term Note Receivables,1B,996M,1.02B,880M,886M
Intangible Assets,122M,133M,20M,22M,38M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,122M,133M,-,-,-
Other Assets,4.21B,4.27B,3.87B,3.91B,4.05B
Total Assets,49.29B,49.43B,49B,47.77B,49.61B
Total Assets Growth,-,0.27%,-0.86%,-2.50%,3.84%
