Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.3B,1.39B,2.01B,1.55B,1.69B
Cash & Short Term Investments Growth,-,6.84%,44.60%,-23.03%,9.11%
Cash Only,1.3B,1.39B,2.01B,1.55B,1.69B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.58%,1.70%,2.42%,1.91%,2.12%
Total Accounts Receivable,4.58B,4.56B,4.13B,3.92B,3.77B
Total Accounts Receivable Growth,-,-0.33%,-9.50%,-5.14%,-3.68%
"Accounts Receivables, Net",3.47B,3.47B,3.77B,3.66B,3.52B
"Accounts Receivables, Gross",3.57B,3.55B,3.85B,3.74B,3.62B
Bad Debt/Doubtful Accounts,(100M),(80M),(76M),(89M),(99M)
Other Receivable,1.11B,1.09B,-,-,-
Accounts Receivable Turnover,0.76,0.77,0.89,0.89,0.99
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.56B,4.06B,4.57B,4.68B,5.25B
Miscellaneous Current Assets,3.56B,4.06B,4.57B,4.68B,5.25B
Total Current Assets,9.44B,10.01B,10.71B,10.15B,10.71B
"Net Property, Plant & Equipment",864M,846M,1.41B,901M,881M
"Property, Plant & Equipment - Gross",2.38B,2.42B,2.98B,2.51B,2.52B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,1.75B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.52B,1.57B,1.57B,1.61B,1.64B
Total Investments and Advances,-,354M,358M,409M,421M
Other Long-Term Investments,-,354M,358M,409M,421M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,69.35B,67.98B,68.17B,67.08B,65.2B
Net Goodwill,53.19B,52.8B,53.33B,52.99B,52B
Net Other Intangibles,16.16B,15.18B,-,-,-
Other Assets,2.64B,2.5B,2.24B,2.67B,2.41B
Total Assets,82.29B,81.69B,82.93B,81.2B,79.62B
Total Assets Growth,-,-0.73%,1.52%,-2.09%,-1.94%
