Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,670.29M,742.04M,725.08M,773.51M,811.88M
Cash & Short Term Investments Growth,-,10.70%,-2.29%,6.68%,4.96%
Cash Only,220.21M,226.09M,189.27M,260.6M,342.87M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,48.82%,49.60%,45.54%,45.13%,45.47%
Total Accounts Receivable,92.96M,100.03M,126.48M,142.55M,145.21M
Total Accounts Receivable Growth,-,7.60%,26.44%,12.71%,1.87%
"Accounts Receivables, Net",77.55M,79.86M,104.81M,120.32M,125.51M
"Accounts Receivables, Gross",77.55M,79.86M,104.81M,120.32M,125.51M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,15.41M,20.17M,-,-,-
Accounts Receivable Turnover,3.16,3.23,2.66,2.65,3.17
Inventories,177.32M,208.06M,259.42M,311.04M,359.65M
Finished Goods,63.51M,77.89M,99.91M,132.35M,158.21M
Work in Progress,95.09M,112.92M,130.03M,142.14M,147.96M
Raw Materials,18.72M,17.25M,29.48M,36.55M,53.48M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,9.51M,14.37M,13.88M,20.04M,15.35M
Miscellaneous Current Assets,3.23M,3.73M,4.35M,6.59M,5.69M
Total Current Assets,950.08M,1.06B,1.12B,1.25B,1.33B
"Net Property, Plant & Equipment",338.19M,346.35M,369.26M,375.84M,362.24M
"Property, Plant & Equipment - Gross",-,-,541.14M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,35.75M,56.48M,55.7M,36.81M,36.69M
Other Long-Term Investments,32.5M,53.26M,55.7M,33.51M,31.49M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.57M,6.57M,6.57M,6.57M,6.57M
Net Goodwill,6.57M,6.57M,6.57M,6.57M,6.57M
Net Other Intangibles,-,-,-,-,-
Other Assets,24.71M,25M,7.53M,24.77M,24.15M
Total Assets,1.37B,1.5B,1.59B,1.71B,1.79B
Total Assets Growth,-,8.95%,6.44%,7.65%,4.18%
