Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,547M,328M,241M,364M,262M
Cash & Short Term Investments Growth,-,-40.04%,-26.52%,51.04%,-28.02%
Cash Only,547M,328M,241M,364M,262M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.46%,5.13%,3.66%,5.21%,3.72%
Total Accounts Receivable,1.63B,1.74B,1.75B,2B,2.1B
Total Accounts Receivable Growth,-,6.61%,0.69%,14.08%,4.90%
"Accounts Receivables, Net",1.63B,1.74B,1.75B,2B,2.1B
"Accounts Receivables, Gross",1.66B,1.77B,1.78B,2.03B,2.13B
Bad Debt/Doubtful Accounts,(29M),(29M),(30M),(32M),(34M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.96,1.94,1.92,1.82,1.83
Inventories,1.71B,1.79B,1.87B,1.93B,1.99B
Finished Goods,1.71B,1.79B,1.87B,1.93B,1.99B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,169M,149M,146M,145M,162M
Miscellaneous Current Assets,169M,149M,146M,145M,162M
Total Current Assets,4.06B,4.01B,4.01B,4.44B,4.51B
"Net Property, Plant & Equipment",1.44B,1.43B,1.82B,1.8B,1.78B
"Property, Plant & Equipment - Gross",3.34B,3.34B,3.72B,3.73B,3.72B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.9B,1.91B,1.9B,1.93B,1.94B
Total Investments and Advances,12M,9M,1M,-,-
Other Long-Term Investments,12M,9M,1M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,622M,620M,622M,613M,601M
Net Goodwill,390M,387M,384M,384M,374M
Net Other Intangibles,232M,233M,-,-,-
Other Assets,335M,327M,141M,146M,160M
Total Assets,6.46B,6.39B,6.59B,6.99B,7.05B
Total Assets Growth,-,-1.11%,3.16%,6.08%,0.80%
