Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.25B,377M,402M,334M,632M
Cash & Short Term Investments Growth,-,-69.82%,6.63%,-16.92%,89.22%
Cash Only,1.25B,377M,402M,334M,632M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.24%,2.83%,3.02%,2.68%,4.89%
Total Accounts Receivable,1.07B,1.17B,1.39B,1.63B,1.89B
Total Accounts Receivable Growth,-,9.55%,19.15%,16.93%,16.20%
"Accounts Receivables, Net",1.07B,1.17B,1.39B,1.63B,1.89B
"Accounts Receivables, Gross",1.17B,1.27B,1.5B,1.74B,2.01B
Bad Debt/Doubtful Accounts,(99M),(99M),(109M),(111M),(115M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.64,1.76,1.65,1.64,1.61
Inventories,479M,476M,473M,529M,473M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,479M,476M,473M,529M,473M
Other Current Assets,149M,158M,111M,100M,84M
Miscellaneous Current Assets,75M,56M,56M,30M,27M
Total Current Assets,2.95B,2.18B,2.38B,2.59B,3.08B
"Net Property, Plant & Equipment",8.5B,8.34B,8.34B,8.08B,8.23B
"Property, Plant & Equipment - Gross",42.25B,42.23B,42.55B,42.14B,41.99B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,33.74B,33.89B,34.21B,34.06B,33.76B
Total Investments and Advances,1.55B,1.54B,1.37B,577M,619M
Other Long-Term Investments,-,-,-,1M,1M
Long-Term Note Receivables,-,-,640M,640M,383M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,512M,1.26B,583M,584M,608M
Total Assets,13.51B,13.31B,13.3B,12.48B,12.92B
Total Assets Growth,-,-1.49%,-0.05%,-6.22%,3.59%
