Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,96.46M,152.28M,73.45M,220.07M,166.22M
Cash & Short Term Investments Growth,-,57.88%,-51.77%,199.62%,-24.47%
Cash Only,14.15M,25.69M,9.97M,13.97M,29.19M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.46%,0.71%,0.33%,0.99%,0.74%
Total Accounts Receivable,558.28M,595.38M,508.06M,439.73M,631.66M
Total Accounts Receivable Growth,-,6.65%,-14.67%,-13.45%,43.65%
"Accounts Receivables, Net",558.28M,595.38M,500.55M,432.76M,631.66M
"Accounts Receivables, Gross",581.05M,620.68M,525.9M,457.42M,654.81M
Bad Debt/Doubtful Accounts,(22.77M),(25.3M),(25.35M),(24.67M),(23.15M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.79,2.20,1.57,1.78,1.68
Inventories,365.75M,381.04M,367.17M,379.06M,401.48M
Finished Goods,25.07M,29.89M,18.03M,20.77M,29.83M
Work in Progress,-,-,-,-,-
Raw Materials,340.67M,351.15M,349.14M,358.29M,371.66M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,201.79M,205.27M,214.27M,200.92M,208.77M
Miscellaneous Current Assets,201.79M,205.27M,214.27M,200.92M,208.77M
Total Current Assets,1.22B,1.33B,1.16B,1.24B,1.41B
"Net Property, Plant & Equipment",15.94B,16.05B,16.6B,16.78B,16.98B
"Property, Plant & Equipment - Gross",23.22B,23.42B,24.5B,24.37B,24.65B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.28B,7.37B,7.89B,7.6B,7.67B
Total Investments and Advances,1.22B,1.23B,1.29B,1.23B,1.08B
Other Long-Term Investments,1.22B,1.23B,1.29B,1.23B,1.08B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,279.91M,273.24M,273.69M,269.8M,265.66M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,279.91M,273.24M,-,-,-
Other Assets,2.39B,2.65B,2.67B,2.69B,2.77B
Total Assets,21.06B,21.54B,22B,22.2B,22.5B
Total Assets Growth,-,2.25%,2.17%,0.90%,1.35%
