Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.05B,7.48B,7.83B,6.04B,4.77B
Cash & Short Term Investments Growth,-,-7.14%,4.76%,-22.88%,-21.08%
Cash Only,8.05B,7.48B,7.83B,6.04B,4.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.07%,4.71%,4.85%,3.79%,3.00%
Total Accounts Receivable,19.4B,20.44B,21.02B,20.64B,22.23B
Total Accounts Receivable Growth,-,5.36%,2.86%,-1.81%,7.69%
"Accounts Receivables, Net",19.4B,20.44B,21.02B,20.64B,22.23B
"Accounts Receivables, Gross",19.92B,20.93B,21.5B,20.64B,22.73B
Bad Debt/Doubtful Accounts,(519M),(495M),(475M),-,(503M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.82,0.79,0.81,0.76,0.73
Inventories,9.55B,9.43B,9.18B,9.75B,10.14B
Finished Goods,3.27B,3.14B,3.07B,3.2B,3.3B
Work in Progress,3.31B,3.3B,3.09B,3.47B,3.63B
Raw Materials,2.97B,2.99B,3.02B,3.08B,3.21B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.88B,4.65B,4.02B,4.31B,4.32B
Miscellaneous Current Assets,3.88B,4.65B,4.02B,4.31B,4.32B
Total Current Assets,40.88B,41.99B,42.05B,40.74B,41.46B
"Net Property, Plant & Equipment",16.57B,16.39B,16.93B,16.75B,16.61B
"Property, Plant & Equipment - Gross",28.86B,28.99B,29.6B,29.73B,29.86B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,12.29B,12.6B,12.67B,12.98B,13.25B
Total Investments and Advances,29M,26M,21M,41M,65M
Other Long-Term Investments,29M,26M,21M,41M,65M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,93.92B,92.63B,92.95B,92.43B,91.37B
Net Goodwill,54.39B,53.79B,54.44B,54.32B,53.81B
Net Other Intangibles,39.52B,38.84B,-,-,-
Other Assets,7.45B,7.73B,9.45B,9.4B,9.52B
Total Assets,158.84B,158.77B,161.4B,159.37B,159.02B
Total Assets Growth,-,-0.04%,1.66%,-1.26%,-0.22%
