Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,1B,1.09B,1.14B,987M,1.1B
Cash Growth,-,8.18%,4.98%,-13.35%,11.25%
Total Investment Assets,23.06B,23.21B,24.67B,23.4B,21.83B
Investments Growth,-,0.66%,6.26%,-5.14%,-6.69%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,30M,23M,36M,35M,35M
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,262M,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,2.22B,2.11B,2.05B,2.25B,2.48B
Premium Balance Growth,-,-5.01%,-2.52%,9.50%,10.50%
"Net Property, Plant & Equipment",213M,209M,205M,203M,201M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),2.57B,2.66B,2.68B,2.78B,2.93B
Separate & Variable Account Assets,952M,956M,959M,903M,860M
Deferred Charges,987M,977M,969M,1.05B,1.11B
Tangible Other Assets,635M,726M,748M,826M,966M
Intangible Assets,-,-,-,-,-
Total Assets,29.07B,29.27B,31.02B,29.62B,28.55B
Assets - Total - 1 Year Growth,-,0.70%,5.99%,-4.54%,-3.60%
Return On Average Assets,-,-,-,-,10.12%
