Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.94B,4.06B,3.53B,2.17B,1.17B
Cash & Short Term Investments Growth,-,2.89%,-12.95%,-38.41%,-46.23%
Cash Only,3.94B,4.06B,3.53B,2.17B,1.17B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.35%,9.58%,8.29%,5.19%,2.79%
Total Accounts Receivable,7.33B,7.26B,6.96B,7.83B,8.6B
Total Accounts Receivable Growth,-,-0.87%,-4.20%,12.53%,9.79%
"Accounts Receivables, Net",7.33B,7.26B,6.96B,7.83B,8.6B
"Accounts Receivables, Gross",7.33B,7.26B,6.99B,7.83B,8.6B
Bad Debt/Doubtful Accounts,-,-,(34M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.20,1.24,1.12,1.02
Inventories,863M,872M,811M,838M,909M
Finished Goods,-,-,333M,-,-
Work in Progress,-,-,478M,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,409M,532M,944M,713M,799M
Miscellaneous Current Assets,409M,532M,944M,713M,799M
Total Current Assets,12.54B,12.72B,12.24B,11.56B,11.48B
"Net Property, Plant & Equipment",8.74B,8.83B,9.55B,9.72B,9.79B
"Property, Plant & Equipment - Gross",15.38B,15.64B,16.37B,16.68B,16.89B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,481M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.64B,6.81B,6.82B,6.96B,7.1B
Total Investments and Advances,404M,390M,418M,382M,328M
Other Long-Term Investments,404M,390M,418M,382M,328M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,18.2B,18.15B,18.09B,18.06B,18B
Net Goodwill,17.52B,17.52B,17.52B,17.52B,17.52B
Net Other Intangibles,680M,629M,-,-,-
Other Assets,1.83B,1.84B,2.08B,1.97B,2.08B
Total Assets,42.14B,42.35B,42.58B,41.9B,41.91B
Total Assets Growth,-,0.48%,0.55%,-1.59%,0.03%
