Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,937M,637M,356M,368M,361M
Cash & Short Term Investments Growth,-,-32.02%,-44.11%,3.37%,-1.90%
Cash Only,937M,637M,356M,368M,361M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.59%,1.09%,0.61%,0.63%,0.63%
Total Accounts Receivable,1.97B,1.72B,1.72B,1.59B,1.53B
Total Accounts Receivable Growth,-,-12.84%,0.35%,-7.95%,-3.59%
"Accounts Receivables, Net",1.96B,1.65B,1.58B,1.52B,1.5B
"Accounts Receivables, Gross",2.11B,1.76B,1.7B,1.63B,1.6B
Bad Debt/Doubtful Accounts,(152M),(117M),(114M),(111M),(103M)
Other Receivable,12M,71M,-,-,-
Accounts Receivable Turnover,2.50,2.85,2.81,2.95,3.02
Inventories,114M,103M,96M,128M,151M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,114M,103M,96M,128M,151M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,439M,9B,9.11B,9.44B,9.51B
Miscellaneous Current Assets,70M,8.7B,8.82B,9.03B,9.1B
Total Current Assets,3.46B,11.45B,11.29B,11.53B,11.55B
"Net Property, Plant & Equipment",25.99B,20.93B,20.9B,20.83B,20.72B
"Property, Plant & Equipment - Gross",58.91B,42.95B,40.17B,-,40.74B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,32.92B,22.03B,-,-,20.02B
Total Investments and Advances,9M,28M,13M,12M,12M
Other Long-Term Investments,9M,28M,13M,12M,12M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,26.53B,23.15B,22.96B,22.76B,22.58B
Net Goodwill,18.87B,15.99B,15.99B,15.98B,15.95B
Net Other Intangibles,7.66B,7.16B,-,-,-
Other Assets,2.96B,2.75B,2.84B,2.91B,2.82B
Total Assets,58.95B,58.31B,57.99B,58.04B,57.68B
Total Assets Growth,-,-1.08%,-0.54%,0.08%,-0.62%
