Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.31B,1.39B,1.02B,1.06B,1.25B
Cash & Short Term Investments Growth,-,6.24%,-27.08%,4.61%,17.33%
Cash Only,1.31B,885.55M,119.32M,251.85M,495.47M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,62.47%,62.51%,48.89%,46.99%,51.20%
Total Accounts Receivable,302.29M,295.47M,357.13M,383.18M,338.99M
Total Accounts Receivable Growth,-,-2.25%,20.87%,7.29%,-11.53%
"Accounts Receivables, Net",302.29M,295.47M,357.13M,383.18M,338.99M
"Accounts Receivables, Gross",303.6M,297.01M,358.72M,383.78M,339.73M
Bad Debt/Doubtful Accounts,(1.31M),(1.54M),(1.59M),(599K),(740K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.05,1.19,1.16,1.15,1.56
Inventories,37.76M,65.41M,74.4M,96.44M,130.27M
Finished Goods,25.89M,42.94M,48.97M,65.21M,104.71M
Work in Progress,-,-,-,-,-
Raw Materials,11.87M,22.47M,25.43M,31.23M,25.56M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,13.61M,13.08M,14.28M,15.7M,18.94M
Miscellaneous Current Assets,13.61M,13.08M,14.28M,15.7M,18.94M
Total Current Assets,1.67B,1.77B,1.46B,1.56B,1.74B
"Net Property, Plant & Equipment",78.9M,88.63M,96.59M,104.52M,103.77M
"Property, Plant & Equipment - Gross",-,-,173.95M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,33.98M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,77.37M,-,-
Total Investments and Advances,-,61.15M,41.04M,39.93M,40.91M
Other Long-Term Investments,-,61.15M,41.04M,39.93M,40.91M
Long-Term Note Receivables,63.75M,67.38M,69.58M,73.14M,78.14M
Intangible Assets,106.73M,104.18M,279.01M,298.81M,293.89M
Net Goodwill,61.32M,61.04M,181.25M,195.64M,197M
Net Other Intangibles,45.41M,43.15M,-,-,-
Other Assets,54.78M,7.58M,8.1M,7.81M,10.1M
Total Assets,2.1B,2.23B,2.08B,2.26B,2.44B
Total Assets Growth,-,6.17%,-6.77%,8.85%,7.68%
