Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,285M,252M,408M,444M,406M
Cash & Short Term Investments Growth,-,-11.58%,61.90%,8.82%,-8.56%
Cash Only,285M,252M,408M,444M,406M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.29%,0.25%,0.41%,0.44%,0.39%
Total Accounts Receivable,1.98B,2.06B,2.57B,2.51B,2.52B
Total Accounts Receivable Growth,-,4.25%,24.72%,-2.45%,0.68%
"Accounts Receivables, Net",1.73B,1.85B,2.22B,2.16B,2.25B
"Accounts Receivables, Gross",1.77B,1.9B,2.25B,2.21B,2.29B
Bad Debt/Doubtful Accounts,(42M),(51M),(30M),(43M),(42M)
Other Receivable,247M,206M,-,-,-
Accounts Receivable Turnover,1.54,1.54,1.51,1.71,1.53
Inventories,1.54B,1.59B,1.63B,1.51B,1.58B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,1.63B,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.13B,5.39B,2.66B,3.92B,6.88B
Miscellaneous Current Assets,2.68B,4.97B,2.33B,3.92B,6.88B
Total Current Assets,6.92B,9.3B,7.27B,8.38B,11.39B
"Net Property, Plant & Equipment",59.23B,58.39B,60.28B,60.12B,61.26B
"Property, Plant & Equipment - Gross",85.29B,84.74B,87.01B,87.11B,88.7B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,26.07B,26.35B,26.73B,26.99B,27.43B
Total Investments and Advances,11.03B,11.26B,11.77B,11.87B,10.71B
Other Long-Term Investments,8.08B,8.34B,8.84B,8.94B,7.77B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.41B,7.41B,8.19B,7.3B,7.3B
Net Goodwill,7.41B,7.41B,7.41B,7.3B,7.3B
Net Other Intangibles,-,-,-,-,-
Other Assets,13.38B,13.45B,12.09B,13.18B,13.02B
Total Assets,97.96B,99.8B,99.59B,100.85B,103.68B
Total Assets Growth,-,1.88%,-0.21%,1.27%,2.80%
