Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.31B,1.3B,1.08B,1.03B,992M
Cash & Short Term Investments Growth,-,-0.08%,-17.33%,-4.17%,-3.97%
Cash Only,1.2B,1.22B,1.01B,960M,931M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.84%,5.96%,5.05%,4.72%,4.60%
Total Accounts Receivable,3.5B,3.38B,3.15B,3.66B,3.82B
Total Accounts Receivable Growth,-,-3.32%,-6.80%,16.09%,4.35%
"Accounts Receivables, Net",3.5B,3.38B,2.69B,3.66B,3.82B
"Accounts Receivables, Gross",3.5B,3.42B,2.72B,3.66B,3.82B
Bad Debt/Doubtful Accounts,-,(36M),(31M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.29,1.33,1.18,1.23
Inventories,2.23B,2.25B,2.17B,2.44B,2.48B
Finished Goods,1.24B,1.24B,1.18B,1.37B,1.34B
Work in Progress,254M,254M,234M,257M,263M
Raw Materials,735M,754M,762M,813M,882M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,417M,365M,373M,496M,465M
Miscellaneous Current Assets,417M,365M,373M,496M,465M
Total Current Assets,7.45B,7.3B,6.77B,7.63B,7.76B
"Net Property, Plant & Equipment",4.36B,4.26B,4.33B,4.2B,4.05B
"Property, Plant & Equipment - Gross",8.84B,8.77B,8.87B,8.77B,8.55B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.48B,4.52B,4.53B,4.56B,4.5B
Total Investments and Advances,269M,272M,274M,267M,250M
Other Long-Term Investments,269M,272M,148M,267M,250M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.26B,9.05B,9.03B,8.82B,8.57B
Net Goodwill,6.23B,6.21B,6.25B,6.23B,6.12B
Net Other Intangibles,3.02B,2.84B,-,-,-
Other Assets,685M,696M,742M,734M,740M
Total Assets,22.35B,21.88B,21.35B,21.89B,21.57B
Total Assets Growth,-,-2.10%,-2.43%,2.52%,-1.44%
