Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,525M,597M,595M,700M,559M
Cash & Due from Banks Growth,-,13.71%,-0.34%,17.65%,-20.14%
Investments - Total,31.73B,33.18B,38.73B,34.82B,30.18B
Investments Growth,-,4.56%,16.73%,-10.09%,-13.33%
Trading Account Securities,181M,305M,372M,382M,304M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,1.71B,1.86B,2.13B,2.35B,2.27B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,11.04B,10.09B,11.74B,5.51B,1.69B
Net Loans,50.86B,50.19B,50.34B,50.76B,51.86B
Gross Loans - Net of Unearned Income,51.4B,50.68B,-,-,-
Commercial & Industrial Loans,20.62B,19.71B,28.82B,19.38B,19.64B
Consumer & Installment Loans,540M,518M,509M,520M,575M
Real Estate Mortgage Loans,29.93B,30.16B,30.64B,21.7B,22.34B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(535M),(491M),(513M),(478M),(508M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-1.33%,0.30%,0.85%,2.16%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.44B,1.48B,1.51B,1.53B,1.56B
Other Assets (Including Intangibles),2.39B,2.61B,2.64B,3.07B,3.57B
Other Assets,1.38B,1.6B,1.63B,2.06B,2.55B
Intangible Assets,1.02B,1.02B,1.02B,1.02B,1.02B
Interest Receivables,235M,232M,226M,228M,243M
Total Assets,87.21B,88.31B,93.2B,91.13B,87.78B
Assets - Total Growth,-,1.26%,5.54%,-2.23%,-3.67%
Return On Average Assets,-,-,-,-,1.28%
