Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.05B,4.31B,4.71B,2.34B,1.87B
Cash & Short Term Investments Growth,-,41.20%,9.37%,-50.40%,-19.83%
Cash Only,3.05B,4.31B,4.71B,2.34B,1.87B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.88%,8.17%,8.74%,4.59%,3.80%
Total Accounts Receivable,1.81B,1.83B,1.87B,1.67B,1.84B
Total Accounts Receivable Growth,-,1.12%,2.40%,-10.59%,9.71%
"Accounts Receivables, Net",1.81B,1.83B,1.87B,1.67B,1.84B
"Accounts Receivables, Gross",1.81B,1.83B,1.87B,1.67B,1.84B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.26,3.39,3.21,3.38,3.11
Inventories,47.8M,50.1M,55.6M,49.6M,43.3M
Finished Goods,47.8M,50.1M,55.6M,49.6M,43.3M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,795.7M,611.5M,511.3M,597M,1.17B
Miscellaneous Current Assets,795.7M,611.5M,511.3M,597M,1.17B
Total Current Assets,5.7B,6.8B,7.15B,4.66B,4.92B
"Net Property, Plant & Equipment",38.33B,37.96B,38.27B,37.81B,36.13B
"Property, Plant & Equipment - Gross",55.24B,54.95B,55.47B,55.15B,52.91B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,16.92B,17B,17.2B,17.34B,16.78B
Total Investments and Advances,1.24B,1.41B,1.44B,1.39B,1.3B
Other Long-Term Investments,46.4M,240.9M,236.9M,217.7M,229.2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.78B,2.74B,2.78B,2.81B,2.72B
Net Goodwill,2.78B,2.74B,2.78B,2.81B,2.72B
Net Other Intangibles,-,-,-,-,-
Other Assets,3.84B,3.82B,1.86B,4.2B,4.17B
Total Assets,51.89B,52.73B,53.85B,50.88B,49.25B
Total Assets Growth,-,1.61%,2.14%,-5.53%,-3.20%
