Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,10.13B,12.84B,15.59B,14.26B,15.12B
Cash & Short Term Investments Growth,-,26.82%,21.41%,-8.56%,6.10%
Cash Only,7.12B,9.83B,12.47B,11.36B,12.25B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.38%,5.47%,6.48%,6.12%,6.57%
Total Accounts Receivable,24.16B,25.28B,24.43B,26.45B,27.23B
Total Accounts Receivable Growth,-,4.63%,-3.37%,8.27%,2.96%
"Accounts Receivables, Net",21.92B,22.52B,21.04B,23.92B,24.73B
"Accounts Receivables, Gross",22.29B,22.88B,21.38B,23.92B,24.73B
Bad Debt/Doubtful Accounts,(367M),(364M),(339M),-,-
Other Receivable,2.25B,2.77B,-,-,-
Accounts Receivable Turnover,3.00,2.92,3.13,2.90,2.96
Inventories,16.98B,17.4B,17.76B,18.16B,17.38B
Finished Goods,16.98B,17.4B,17.76B,18.16B,17.38B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,5.29B,5.32B,2.23B,2.62B,2.41B
Miscellaneous Current Assets,5.29B,5.32B,2.23B,2.62B,2.41B
Total Current Assets,56.56B,60.84B,60.01B,61.48B,62.14B
"Net Property, Plant & Equipment",33.14B,33.23B,32.02B,31.65B,31.33B
"Property, Plant & Equipment - Gross",-,-,52.67B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,7.43B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,20.65B,-,-
Total Investments and Advances,22.35B,22.59B,23.24B,22.85B,21.34B
Other Long-Term Investments,22.35B,22.59B,23.24B,22.85B,21.34B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,109.63B,108.67B,108.15B,107.6B,106.7B
Net Goodwill,79.55B,79.12B,79.12B,79.06B,78.56B
Net Other Intangibles,30.08B,29.55B,-,-,-
Other Assets,9.48B,9.56B,9.58B,9.29B,8.78B
Total Assets,231.16B,234.89B,240.5B,232.87B,230.28B
Total Assets Growth,-,1.61%,2.39%,-3.17%,-1.11%
