Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,202.36M,230.93M,277.98M,360.59M,279.04M
Cash & Short Term Investments Growth,-,14.12%,20.38%,29.72%,-22.62%
Cash Only,202.36M,230.93M,277.98M,360.59M,279.04M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.26%,5.47%,8.65%,6.62%,5.70%
Total Accounts Receivable,27.9M,23.22M,25.9M,17.95M,20.3M
Total Accounts Receivable Growth,-,-16.80%,11.58%,-30.72%,13.11%
"Accounts Receivables, Net",19.91M,13M,9.49M,17.95M,20.08M
"Accounts Receivables, Gross",19.91M,13M,9.49M,17.95M,20.08M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,8M,10.21M,-,-,-
Accounts Receivable Turnover,8.68,11.04,11.00,19.70,15.61
Inventories,882K,866K,1.13M,732K,1.65M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.06B,2.99B,1.87B,3.97B,3.46B
Miscellaneous Current Assets,2.03B,2.96B,1.85B,3.94B,3.42B
Total Current Assets,2.29B,3.24B,2.18B,4.35B,3.76B
"Net Property, Plant & Equipment",321M,329.3M,378.79M,362.51M,374.94M
"Property, Plant & Equipment - Gross",529.42M,554.01M,621.45M,625.78M,659.76M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,247.03M,262.91M,301.98M,327.34M,351.87M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,208.42M,224.71M,242.65M,263.28M,284.82M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,111.98M,110.95M,109.92M,108.89M,107.86M
Net Goodwill,51.89M,51.89M,51.89M,51.89M,51.89M
Net Other Intangibles,60.09M,59.06M,-,-,-
Other Assets,511.31M,536.17M,551.12M,620.96M,646.96M
Total Assets,3.23B,4.22B,3.22B,5.44B,4.89B
Total Assets Growth,-,30.46%,-23.78%,69.34%,-10.15%
