Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.4B,897.9M,359.9M,99.4M,124.9M
Cash & Short Term Investments Growth,-,-35.97%,-59.92%,-72.38%,25.65%
Cash Only,1.4B,897.9M,359.9M,99.4M,124.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.57%,5.01%,1.70%,0.47%,0.59%
Total Accounts Receivable,2.5B,2.54B,2.63B,2.66B,2.83B
Total Accounts Receivable Growth,-,1.84%,3.45%,1.23%,6.18%
"Accounts Receivables, Net",2.33B,2.38B,2.48B,2.51B,2.67B
"Accounts Receivables, Gross",2.41B,2.46B,2.55B,2.6B,2.77B
Bad Debt/Doubtful Accounts,(80.1M),(76.4M),(71.5M),(87.3M),(97.8M)
Other Receivable,165.1M,158M,-,-,-
Accounts Receivable Turnover,1.27,1.31,1.28,1.23,1.27
Inventories,1.42B,1.38B,1.49B,1.59B,1.72B
Finished Goods,879.9M,886.5M,1.01B,1.04B,1.1B
Work in Progress,-,-,-,-,-
Raw Materials,578.6M,550.2M,596.1M,687.5M,743M
Progress Payments & Other,(40M),(58.5M),(114.9M),(137.1M),(124.1M)
Other Current Assets,170.4M,168.6M,205.7M,253.1M,232.7M
Miscellaneous Current Assets,35.3M,45.8M,84.5M,97.4M,99.7M
Total Current Assets,5.49B,4.99B,4.69B,4.6B,4.91B
"Net Property, Plant & Equipment",3.47B,3.45B,3.69B,3.67B,3.66B
"Property, Plant & Equipment - Gross",7.32B,7.3B,7.58B,7.69B,7.7B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,851.4M,863.7M,884.6M,906M,927M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.86B,3.85B,3.89B,4.02B,4.04B
Total Investments and Advances,500K,3.2M,29.4M,26.7M,87.1M
Other Long-Term Investments,500K,3.2M,29.4M,26.7M,87.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.1B,9.02B,12.29B,12.22B,11.97B
Net Goodwill,6.17B,6.13B,8.06B,8.08B,7.94B
Net Other Intangibles,2.93B,2.89B,-,-,-
Other Assets,319.3M,323.1M,396M,418.7M,422.9M
Total Assets,18.53B,17.93B,21.21B,21.07B,21.16B
Total Assets Growth,-,-3.28%,18.30%,-0.66%,0.46%
