Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,366.26M,327.03M,296.63M,307.4M,323.03M
Cash & Short Term Investments Growth,-,-10.71%,-9.30%,3.63%,5.08%
Cash Only,366.26M,327.03M,296.63M,307.4M,323.03M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.71%,7.26%,6.71%,7.02%,7.01%
Total Accounts Receivable,443.72M,554.01M,491.85M,521.7M,486.7M
Total Accounts Receivable Growth,-,24.86%,-11.22%,6.07%,-6.71%
"Accounts Receivables, Net",443.72M,554.01M,491.85M,521.7M,486.7M
"Accounts Receivables, Gross",444.09M,554.31M,492.15M,522.43M,487.41M
Bad Debt/Doubtful Accounts,(368K),(304K),(295K),(733K),(715K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.98,0.87,0.93,0.97,0.95
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,66.82M,151.77M,179.25M,97.27M,99.01M
Miscellaneous Current Assets,(6.72M),81.78M,89.77M,8.35M,7.27M
Total Current Assets,876.8M,1.03B,967.72M,926.36M,908.73M
"Net Property, Plant & Equipment",241.09M,252.57M,247.11M,242.7M,234.2M
"Property, Plant & Equipment - Gross",-,630.57M,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,352.7M,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,377.99M,-,-,-
Total Investments and Advances,10.9M,-,-,4.2M,1M
Other Long-Term Investments,10.9M,-,-,4.2M,1M
Long-Term Note Receivables,10.74M,-,-,4.66M,4.47M
Intangible Assets,2.59B,2.57B,2.55B,2.54B,2.78B
Net Goodwill,2.2B,2.19B,2.19B,2.19B,2.38B
Net Other Intangibles,394.68M,-,-,-,-
Other Assets,296.61M,353.53M,359.86M,359.7M,393.26M
Total Assets,4.21B,4.51B,4.42B,4.38B,4.61B
Total Assets Growth,-,7.16%,-1.93%,-0.95%,5.18%
