Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,348M,555M,627M,330M,375M
Cash & Short Term Investments Growth,-,59.48%,12.97%,-47.37%,13.64%
Cash Only,348M,555M,627M,330M,375M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.28%,5.34%,5.62%,3.13%,3.54%
Total Accounts Receivable,1.77B,2.03B,1.95B,2.19B,2.18B
Total Accounts Receivable Growth,-,14.95%,-3.84%,12.24%,-0.73%
"Accounts Receivables, Net",1.63B,1.81B,1.74B,2.02B,2.05B
"Accounts Receivables, Gross",1.63B,1.81B,1.75B,2.02B,2.05B
Bad Debt/Doubtful Accounts,(2M),(2M),(9M),(2M),(2M)
Other Receivable,141M,221M,-,-,-
Accounts Receivable Turnover,1.26,1.15,1.37,1.18,1.22
Inventories,139M,143M,161M,188M,196M
Finished Goods,-,-,-,-,-
Work in Progress,12M,21M,37M,68M,196M
Raw Materials,127M,122M,124M,120M,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,64M,66M,50M,77M,74M
Miscellaneous Current Assets,64M,66M,50M,77M,74M
Total Current Assets,2.32B,2.79B,2.79B,2.79B,2.82B
"Net Property, Plant & Equipment",3.21B,3.29B,3.35B,3.33B,3.33B
"Property, Plant & Equipment - Gross",5.29B,5.39B,5.5B,5.52B,5.56B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,226M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.08B,2.11B,2.15B,2.19B,2.23B
Total Investments and Advances,203M,209M,307M,216M,201M
Other Long-Term Investments,203M,209M,307M,216M,201M
Long-Term Note Receivables,35M,36M,36M,-,-
Intangible Assets,2.1B,3.87B,3.79B,3.75B,3.72B
Net Goodwill,1.6B,2.68B,2.63B,2.63B,2.63B
Net Other Intangibles,499M,1.19B,-,-,-
Other Assets,176M,191M,359M,474M,514M
Total Assets,8.13B,10.4B,11.16B,10.56B,10.59B
Total Assets Growth,-,27.89%,7.26%,-5.36%,0.27%
