Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.96B,2.04B,1.47B,1.23B,1.07B
Cash & Short Term Investments Growth,-,3.73%,-27.68%,-16.24%,-13.35%
Cash Only,1.96B,2.04B,1.47B,1.23B,1.07B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.62%,9.76%,7.22%,5.95%,5.24%
Total Accounts Receivable,2.85B,3.06B,2.98B,3.04B,3.04B
Total Accounts Receivable Growth,-,7.30%,-2.51%,2.06%,0.14%
"Accounts Receivables, Net",2.85B,3.06B,2.98B,3.04B,3.04B
"Accounts Receivables, Gross",2.87B,3.07B,3B,3.06B,3.07B
Bad Debt/Doubtful Accounts,(20.9M),(18.3M),(21.5M),(19.4M),(21.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.35,1.33,1.36,1.28,1.21
Inventories,421.3M,410.7M,401.4M,440.7M,436.3M
Finished Goods,-,-,29.9M,-,-
Work in Progress,-,-,-,-,-
Raw Materials,421.3M,410.7M,371.5M,440.7M,436.3M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,461.9M,518.3M,478.1M,515.7M,481.9M
Miscellaneous Current Assets,461.9M,518.3M,478.1M,515.7M,481.9M
Total Current Assets,5.69B,6.02B,5.33B,5.23B,5.03B
"Net Property, Plant & Equipment",2.7B,2.69B,2.82B,2.81B,2.87B
"Property, Plant & Equipment - Gross",-,-,5.23B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,840.1M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,192.7M,66.1M,63.8M,62.2M,57.7M
Other Long-Term Investments,110.6M,4M,2.9M,-,-
Long-Term Note Receivables,5.7M,5.7M,700K,700K,700K
Intangible Assets,11.5B,11.66B,11.69B,12.14B,11.98B
Net Goodwill,7.74B,7.91B,7.96B,8.17B,8.11B
Net Other Intangibles,3.75B,3.76B,-,-,-
Other Assets,301.4M,396.3M,459M,461.9M,436.1M
Total Assets,20.42B,20.87B,20.39B,20.73B,20.4B
Total Assets Growth,-,2.20%,-2.31%,1.68%,-1.57%
