Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,800M,1.28B,736M,583M,594M
Cash & Short Term Investments Growth,-,59.63%,-42.36%,-20.79%,1.89%
Cash Only,800M,1.28B,736M,583M,594M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.16%,19.89%,12.34%,10.02%,10.26%
Total Accounts Receivable,525M,548M,646M,565M,598M
Total Accounts Receivable Growth,-,4.38%,17.88%,-12.54%,5.84%
"Accounts Receivables, Net",525M,548M,596M,565M,598M
"Accounts Receivables, Gross",559M,584M,632M,606M,639M
Bad Debt/Doubtful Accounts,(34M),(36M),(36M),(41M),(41M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.05,2.93,2.93,2.74,2.74
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,189M,237M,150M,208M,237M
Miscellaneous Current Assets,189M,237M,150M,208M,237M
Total Current Assets,1.51B,2.06B,1.53B,1.36B,1.43B
"Net Property, Plant & Equipment",2.06B,2.03B,2.02B,1.97B,1.97B
"Property, Plant & Equipment - Gross",3.34B,3.3B,3.29B,3.26B,3.27B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.28B,1.27B,1.27B,1.29B,1.3B
Total Investments and Advances,37M,119M,277M,282M,355M
Other Long-Term Investments,37M,119M,159M,160M,251M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,949M,1.01B,1.02B,1.01B,1.01B
Net Goodwill,597M,650M,657M,656M,649M
Net Other Intangibles,352M,361M,-,-,-
Other Assets,524M,505M,401M,412M,326M
Total Assets,5.65B,6.42B,5.97B,5.82B,5.79B
Total Assets Growth,-,13.63%,-7.06%,-2.51%,-0.45%
