Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.46B,2.7B,2.92B,2.67B,2.21B
Cash & Short Term Investments Growth,-,9.72%,8.15%,-8.46%,-17.33%
Cash Only,2.46B,2.7B,2.92B,2.67B,2.21B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,11.79%,13.42%,14.63%,13.27%,11.85%
Total Accounts Receivable,4.08B,3.82B,3.67B,3.85B,3.69B
Total Accounts Receivable Growth,-,-6.37%,-3.95%,5.01%,-4.18%
"Accounts Receivables, Net",4.08B,3.82B,3.67B,3.07B,3.69B
"Accounts Receivables, Gross",4.17B,3.91B,3.75B,3.12B,3.74B
Bad Debt/Doubtful Accounts,(84M),(87M),(78M),(55M),(46M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.01,1.05,1.11,1.04,1.00
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1B,864M,914M,920M,946M
Miscellaneous Current Assets,341M,330M,314M,303M,280M
Total Current Assets,7.54B,7.38B,7.5B,7.45B,6.85B
"Net Property, Plant & Equipment",4.14B,3.87B,3.68B,3.55B,3.24B
"Property, Plant & Equipment - Gross",8.26B,7.94B,7.74B,7.54B,7.15B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,4.12B,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.12B,4.07B,4.06B,4B,3.92B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.53B,4.32B,4.2B,4.81B,3.7B
Net Goodwill,639M,631M,629M,617M,582M
Net Other Intangibles,3.89B,3.69B,-,-,-
Other Assets,4.42B,4.29B,4.31B,4.11B,4.65B
Total Assets,20.87B,20.12B,19.95B,20.14B,18.65B
Total Assets Growth,-,-3.60%,-0.81%,0.93%,-7.41%
