Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,540M,660M,568M,505M,623M
Cash & Short Term Investments Growth,-,22.22%,-13.94%,-11.09%,23.37%
Cash Only,279M,271M,297M,237M,364M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.47%,1.93%,1.67%,1.43%,1.77%
Total Accounts Receivable,3.5B,3.56B,3.48B,3.86B,4.05B
Total Accounts Receivable Growth,-,1.71%,-2.19%,10.82%,4.79%
"Accounts Receivables, Net",3.5B,3.56B,3.48B,3.86B,4.05B
"Accounts Receivables, Gross",3.55B,3.61B,3.53B,3.9B,4.1B
Bad Debt/Doubtful Accounts,(52M),(46M),(42M),(42M),(49M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.49,1.38,1.38,1.25,1.29
Inventories,2.67B,2.8B,2.97B,3.32B,3.45B
Finished Goods,1.09B,1.16B,1.25B,1.32B,1.39B
Work in Progress,595M,601M,620M,783M,833M
Raw Materials,987M,1.04B,1.1B,1.22B,1.22B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.08B,463M,490M,511M,572M
Miscellaneous Current Assets,3.08B,463M,490M,511M,572M
Total Current Assets,9.79B,7.49B,7.51B,8.19B,8.69B
"Net Property, Plant & Equipment",3.53B,3.47B,3.51B,3.55B,3.54B
"Property, Plant & Equipment - Gross",8.29B,8.26B,8.26B,8.38B,8.3B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.76B,4.79B,4.75B,4.83B,4.77B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,21.08B,20.81B,20.61B,20.97B,20.49B
Net Goodwill,14.88B,14.77B,14.75B,14.96B,14.81B
Net Other Intangibles,6.2B,6.04B,-,-,-
Other Assets,1.97B,1.94B,2.01B,2.11B,2.03B
Total Assets,36.8B,34.13B,34.03B,35.21B,35.15B
Total Assets Growth,-,-7.27%,-0.30%,3.47%,-0.16%
