Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.37B,1.37B,1.39B,999M,1.14B
Cash & Short Term Investments Growth,-,0.66%,1.09%,-28.08%,14.31%
Cash Only,1.37B,1.37B,1.39B,999M,1.14B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.52%,3.53%,3.65%,2.69%,3.11%
Total Accounts Receivable,420M,438M,472M,450M,494M
Total Accounts Receivable Growth,-,4.29%,7.76%,-4.66%,9.78%
"Accounts Receivables, Net",395M,438M,472M,450M,494M
"Accounts Receivables, Gross",395M,438M,472M,450M,494M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,25M,-,-,-,-
Accounts Receivable Turnover,5.96,6.13,5.49,5.09,5.71
Inventories,41M,45M,42M,44M,47M
Finished Goods,-,-,42M,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,4.49B,4.07B,4.06B,3.63B,3.22B
Miscellaneous Current Assets,4.49B,4.07B,3.77B,3.63B,3.22B
Total Current Assets,6.32B,5.93B,5.96B,5.12B,4.9B
"Net Property, Plant & Equipment",14.39B,14.53B,15.26B,14.64B,14.61B
"Property, Plant & Equipment - Gross",15.95B,16.3B,17.27B,16.88B,17.1B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.55B,1.78B,2B,2.24B,2.49B
Total Investments and Advances,877M,531M,481M,337M,285M
Other Long-Term Investments,351M,328M,323M,240M,189M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,16.41B,16.22B,16B,15.95B,15.89B
Net Goodwill,11.24B,10.97B,11.08B,11.08B,11.08B
Net Other Intangibles,5.17B,5.25B,-,-,-
Other Assets,819M,1.76B,327M,1.03B,985M
Total Assets,38.82B,38.96B,38.03B,37.07B,36.67B
Total Assets Growth,-,0.38%,-2.39%,-2.52%,-1.09%
