Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,219.6M,313.3M,165.7M,401.1M,312.6M
Cash & Short Term Investments Growth,-,42.67%,-47.11%,142.06%,-22.06%
Cash Only,219.6M,313.3M,165.7M,401.1M,312.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.07%,1.51%,0.80%,1.85%,1.42%
Total Accounts Receivable,2.65B,2.6B,2.41B,2.85B,3.05B
Total Accounts Receivable Growth,-,-1.95%,-7.11%,18.17%,6.86%
"Accounts Receivables, Net",2.65B,2.6B,2.41B,2.85B,3.05B
"Accounts Receivables, Gross",2.65B,2.6B,2.41B,2.85B,3.05B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.03,1.98,1.97,1.75,1.93
Inventories,1.8B,1.82B,1.93B,2.33B,2.41B
Finished Goods,1.28B,1.28B,1.38B,1.73B,1.81B
Work in Progress,-,-,-,-,-
Raw Materials,521.3M,539.4M,548.4M,599.1M,599.5M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,512.3M,651.1M,547.5M,504.8M,487.7M
Miscellaneous Current Assets,512.3M,651.1M,547.5M,504.8M,487.7M
Total Current Assets,5.19B,5.38B,5.05B,6.09B,6.26B
"Net Property, Plant & Equipment",3.57B,3.6B,3.69B,3.75B,3.8B
"Property, Plant & Equipment - Gross",6.3B,6.36B,6.49B,6.62B,6.69B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.73B,2.76B,-,2.87B,2.89B
Total Investments and Advances,186.2M,313.1M,355.8M,420.2M,528.1M
Other Long-Term Investments,186.2M,313.1M,355.8M,420.2M,528.1M
Long-Term Note Receivables,143.4M,-,131.2M,118M,110.4M
Intangible Assets,11.18B,11.07B,11.14B,11.06B,11.06B
Net Goodwill,7.02B,7B,7.13B,7.06B,7.11B
Net Other Intangibles,4.17B,4.07B,-,-,-
Other Assets,250.5M,378.4M,302M,297.8M,289.3M
Total Assets,20.52B,20.74B,20.67B,21.73B,22.05B
Total Assets Growth,-,1.06%,-0.34%,5.15%,1.48%
