Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,64.28B,58.27B,48.15B,44.18B,40.72B
Cash & Short Term Investments Growth,-,-9.35%,-17.37%,-8.23%,-7.85%
Cash Only,16.39B,14.69B,16.75B,15.18B,12.91B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,37.68%,34.36%,29.01%,26.91%,23.98%
Total Accounts Receivable,11.7B,12.09B,14.04B,11.39B,11.53B
Total Accounts Receivable Growth,-,3.33%,16.14%,-18.87%,1.19%
"Accounts Receivables, Net",11.7B,12.09B,14.04B,11.39B,11.53B
"Accounts Receivables, Gross",11.81B,12.2B,14.04B,11.39B,11.53B
Bad Debt/Doubtful Accounts,(108M),(110M),-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.49,2.40,2.40,2.45,2.50
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,4.72B,5.06B,4.48B,3.69B,3.75B
Miscellaneous Current Assets,4.72B,5.06B,4.48B,3.69B,3.75B
Total Current Assets,80.7B,75.42B,66.67B,59.27B,55.99B
"Net Property, Plant & Equipment",61.43B,64.79B,69.96B,73.82B,81.72B
"Property, Plant & Equipment - Gross",79.17B,83.44B,90.04B,95.28B,104.15B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,17.74B,18.65B,20.08B,21.45B,22.43B
Total Investments and Advances,6.52B,6.87B,6.89B,6.95B,7.11B
Other Long-Term Investments,6.52B,6.87B,6.89B,6.95B,7.11B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.73B,19.43B,19.83B,20.83B,21.19B
Net Goodwill,19.22B,19.07B,19.2B,19.92B,20.23B
Net Other Intangibles,514M,365M,-,-,-
Other Assets,2.23B,3.07B,2.64B,3.35B,3.78B
Total Assets,170.61B,169.59B,165.99B,164.22B,169.78B
Total Assets Growth,-,-0.60%,-2.12%,-1.07%,3.39%
