Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,25.3B,25.51B,24.62B,27.45B,29.72B
Cash & Due from Banks Growth,-,0.81%,-3.50%,11.53%,8.24%
Investments - Total,961.01B,962.89B,910.84B,875.51B,773.52B
Investments Growth,-,0.20%,-5.41%,-3.88%,-11.65%
Trading Account Securities,106.43B,119.22B,115.74B,120.88B,115.09B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,70.15B,67.81B,66.22B,67.76B,55.55B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,331.97B,325.93B,277.03B,235.6B,173.64B
Net Loans,837.15B,849.31B,882.9B,900.3B,931.95B
Gross Loans - Net of Unearned Income,852.3B,862.83B,-,-,-
Commercial & Industrial Loans,317.62B,326.43B,350.44B,362.14B,380.24B
Consumer & Installment Loans,111.87B,116.93B,123.39B,124.46B,126.27B
Real Estate Mortgage Loans,407.09B,404.08B,406.71B,410.74B,422.7B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(15.15B),(13.52B),(12.49B),(11.5B),(11.79B)
Customer Liability on Acceptances,144M,132M,155M,125M,79M
Loans - 1 Yr Growth Rate,-,1.45%,3.96%,1.97%,3.51%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",19.57B,19.2B,18.56B,18.3B,18.23B
Other Assets (Including Intangibles),91.49B,86.41B,86.76B,93.65B,102.89B
Other Assets,65B,59.95B,60.1B,68.28B,77.53B
Intangible Assets,26.48B,26.46B,26.66B,25.38B,25.36B
Interest Receivables,4.07B,3.84B,3.62B,3.68B,4.07B
Total Assets,1.95T,1.95T,1.96T,1.94T,1.88T
Assets - Total Growth,-,0.46%,0.20%,-0.97%,-3.02%
Return On Average Assets,-,-,-,-,1.10%
