Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,5.38B,4.82B,6.27B,5.3B,4.04B
Cash & Short Term Investments Growth,-,-10.27%,29.94%,-15.40%,-23.86%
Cash Only,5.38B,4.82B,6.27B,5.3B,4.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.74%,8.63%,10.69%,9.13%,7.09%
Total Accounts Receivable,6.82B,6.56B,6.98B,7.26B,6.96B
Total Accounts Receivable Growth,-,-3.87%,6.46%,3.99%,-4.19%
"Accounts Receivables, Net",6.82B,6.56B,6.98B,7.26B,6.96B
"Accounts Receivables, Gross",6.91B,6.64B,7.06B,7.38B,7.07B
Bad Debt/Doubtful Accounts,(84M),(84M),(80M),(113M),(113M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.96,1.01,1.15,1.01,1.12
Inventories,1.42B,1.56B,1.5B,950M,1.35B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.64B,1.85B,1.92B,1.84B,1.84B
Miscellaneous Current Assets,1.64B,1.85B,1.92B,1.84B,1.84B
Total Current Assets,15.25B,14.8B,16.68B,15.35B,14.18B
"Net Property, Plant & Equipment",3.42B,3.32B,3.37B,3.32B,3.25B
"Property, Plant & Equipment - Gross",-,-,7.12B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,3.75B,-,-
Total Investments and Advances,73M,-,636M,-,-
Other Long-Term Investments,73M,-,9M,-,-
Long-Term Note Receivables,1.83B,1.74B,1.84B,1.67B,1.61B
Intangible Assets,19.41B,19.37B,19.36B,19.32B,19.24B
Net Goodwill,16.6B,16.58B,16.58B,16.56B,16.5B
Net Other Intangibles,2.81B,2.79B,-,-,-
Other Assets,13.99B,15.46B,15.54B,17.1B,17.43B
Total Assets,55.2B,55.91B,58.62B,58.04B,56.96B
Total Assets Growth,-,1.28%,4.84%,-0.98%,-1.86%
