Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,959M,1B,692M,1.52B,2.9B
Cash & Short Term Investments Growth,-,4.69%,-31.08%,119.80%,90.60%
Cash Only,959M,1B,692M,1.52B,2.9B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.71%,0.72%,0.49%,1.05%,1.91%
Total Accounts Receivable,3.4B,3.86B,4.11B,4.29B,5.13B
Total Accounts Receivable Growth,-,13.40%,6.48%,4.45%,19.58%
"Accounts Receivables, Net",2.73B,3.21B,3.38B,3.3B,4.46B
"Accounts Receivables, Gross",2.76B,3.24B,3.41B,3.33B,4.52B
Bad Debt/Doubtful Accounts,(37M),(39M),(35M),(29M),(58M)
Other Receivable,675M,653M,-,-,-
Accounts Receivable Turnover,1.58,1.76,1.15,1.59,1.39
Inventories,1.6B,1.74B,1.56B,1.59B,1.64B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.6B,1.74B,1.56B,1.59B,1.64B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.1B,2.97B,2.93B,3.59B,4.66B
Miscellaneous Current Assets,2.1B,2.97B,2.93B,3.59B,4.66B
Total Current Assets,8.06B,9.57B,9.29B,10.99B,14.33B
"Net Property, Plant & Equipment",96.81B,99.14B,99.9B,101.94B,105.39B
"Property, Plant & Equipment - Gross",124.44B,127.85B,128.79B,131.45B,135.51B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,27.62B,28.71B,28.9B,29.52B,30.12B
Total Investments and Advances,16.22B,15.69B,16.84B,17.06B,17.07B
Other Long-Term Investments,10.32B,9.74B,10.68B,11.31B,11B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.85B,4.84B,6.42B,4.84B,4.84B
Net Goodwill,4.85B,4.84B,4.84B,4.84B,4.84B
Net Other Intangibles,-,-,-,-,-
Other Assets,9.07B,9.92B,8.28B,10.11B,10.14B
Total Assets,135.01B,139.16B,140.91B,144.95B,151.77B
Total Assets Growth,-,3.07%,1.26%,2.86%,4.71%
