Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.24B,1.31B,1.37B,1.08B,781.87M
Cash & Short Term Investments Growth,-,6.17%,4.08%,-21.21%,-27.38%
Cash Only,954.44M,1.08B,1.12B,794.6M,572.02M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,30.91%,34.90%,35.87%,29.83%,22.41%
Total Accounts Receivable,868.46M,597.12M,550.75M,546.88M,683.74M
Total Accounts Receivable Growth,-,-31.24%,-7.77%,-0.70%,25.03%
"Accounts Receivables, Net",868.46M,597.12M,550.75M,546.88M,683.74M
"Accounts Receivables, Gross",870.39M,599.04M,552.76M,548.77M,685.59M
Bad Debt/Doubtful Accounts,(1.93M),(1.91M),(2.01M),(1.89M),(1.85M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.59,1.61,1.38,1.23
Inventories,226.14M,224.24M,243.33M,259.34M,295.63M
Finished Goods,70.92M,57.52M,49.95M,40.61M,65.53M
Work in Progress,37.88M,34.91M,37.74M,30.88M,36.18M
Raw Materials,117.34M,131.81M,155.64M,187.86M,193.91M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,368.32M,386.97M,415.72M,491.54M,509.2M
Miscellaneous Current Assets,8.91M,12.82M,9.45M,12.13M,11.11M
Total Current Assets,2.7B,2.52B,2.58B,2.37B,2.27B
"Net Property, Plant & Equipment",457.24M,452.15M,456.05M,467.2M,477.92M
"Property, Plant & Equipment - Gross",-,-,1.31B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,181.56M,136.66M,133.86M,126.13M,112M
Other Long-Term Investments,181.56M,136.66M,133.86M,126.13M,112M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,529.72M,515.08M,501.66M,489.73M,460.24M
Net Goodwill,441.6M,433.4M,426.02M,419.89M,397.73M
Net Other Intangibles,88.12M,81.68M,-,-,-
Other Assets,38.49M,40.3M,39.21M,38.15M,41.19M
Total Assets,4B,3.76B,3.81B,3.61B,3.49B
Total Assets Growth,-,-5.97%,1.26%,-5.26%,-3.35%
