Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,12.4B,11.85B,8.77B,8.9B,6.85B
Cash & Short Term Investments Growth,-,-4.51%,-25.99%,1.53%,-23.08%
Cash Only,12.4B,11.85B,8.77B,8.9B,6.85B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.48%,4.28%,3.18%,3.25%,2.56%
Total Accounts Receivable,11.11B,11.97B,12.01B,12.3B,11.96B
Total Accounts Receivable Growth,-,7.78%,0.28%,2.43%,-2.80%
"Accounts Receivables, Net",11.11B,11.97B,12.01B,12.3B,11.96B
"Accounts Receivables, Gross",11.84B,12.73B,12.67B,13.03B,12.68B
Bad Debt/Doubtful Accounts,(730M),(754M),(658M),(726M),(723M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.57,2.53,2.53,2.52,2.51
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.53B,3.61B,4.03B,4.18B,5.39B
Miscellaneous Current Assets,3.53B,3.61B,4.03B,4.18B,5.39B
Total Current Assets,27.05B,27.43B,24.81B,25.38B,24.19B
"Net Property, Plant & Equipment",52.77B,52.81B,60.51B,53.82B,53.51B
"Property, Plant & Equipment - Gross",107.99B,108.29B,116.13B,110.09B,110.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,55.22B,55.48B,55.61B,56.27B,56.54B
Total Investments and Advances,9.48B,9.74B,8.7B,8.95B,8.25B
Other Long-Term Investments,9.48B,9.74B,8.7B,8.95B,8.25B
Long-Term Note Receivables,1.09B,1.02B,1.63B,1.78B,1.74B
Intangible Assets,164.12B,162.38B,163.13B,160.89B,156.58B
Net Goodwill,70.43B,69.63B,70.19B,69.05B,66.49B
Net Other Intangibles,93.69B,92.76B,-,-,-
Other Assets,22.5B,23.68B,17.12B,23.27B,22.77B
Total Assets,277B,277.06B,275.91B,274.07B,267.03B
Total Assets Growth,-,0.02%,-0.42%,-0.66%,-2.57%
