Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.21B,2.9B,3.15B,3.34B,2.81B
Cash & Short Term Investments Growth,-,31.26%,8.63%,5.97%,-15.77%
Cash Only,2.21B,2.9B,3.15B,3.34B,2.81B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.87%,5.14%,5.66%,5.50%,4.47%
Total Accounts Receivable,8.06B,8.01B,7.47B,10.46B,13.39B
Total Accounts Receivable Growth,-,-0.69%,-6.69%,39.96%,28.10%
"Accounts Receivables, Net",8.06B,8.01B,7.47B,10.46B,13.39B
"Accounts Receivables, Gross",8.11B,8.04B,7.51B,10.5B,13.46B
Bad Debt/Doubtful Accounts,(46M),(36M),(44M),(44M),(62M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.37,3.80,4.36,3.50,3.64
Inventories,4.75B,4.4B,3.39B,4.53B,4.58B
Finished Goods,387M,4.02B,3.02B,4.15B,4.22B
Work in Progress,-,-,-,-,-
Raw Materials,4.37B,385M,370M,378M,357M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,759M,716M,686M,1.53B,1.71B
Miscellaneous Current Assets,759M,716M,686M,1.53B,1.71B
Total Current Assets,15.78B,16.02B,14.7B,19.85B,22.49B
"Net Property, Plant & Equipment",23.69B,22.38B,23.49B,22.33B,22.23B
"Property, Plant & Equipment - Gross",40.87B,41.14B,40.85B,39.97B,39.93B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,17.18B,18.76B,17.36B,17.64B,17.7B
Total Investments and Advances,13.53B,14.07B,13.51B,14.49B,14.21B
Other Long-Term Investments,13.42B,13.96B,682M,13.36B,14.21B
Long-Term Note Receivables,-,-,959M,-,-
Intangible Assets,2.25B,2.25B,2.3B,2.3B,2.3B
Net Goodwill,1.43B,1.43B,1.48B,1.48B,1.49B
Net Other Intangibles,825M,822M,-,-,-
Other Assets,1.73B,1.69B,642M,1.66B,1.58B
Total Assets,56.98B,56.41B,55.59B,60.64B,62.81B
Total Assets Growth,-,-1.00%,-1.44%,9.07%,3.59%
