Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,586M,1.46B,579M,446M,506M
Cash & Short Term Investments Growth,-,148.81%,-60.29%,-22.97%,13.45%
Cash Only,586M,1.46B,579M,446M,506M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.06%,7.24%,2.94%,2.13%,2.42%
Total Accounts Receivable,2.62B,2.49B,2.56B,3.13B,3.14B
Total Accounts Receivable Growth,-,-5.00%,2.85%,22.19%,0.35%
"Accounts Receivables, Net",2.1B,1.98B,2.02B,2.5B,2.55B
"Accounts Receivables, Gross",2.11B,1.98B,2.03B,2.5B,2.56B
Bad Debt/Doubtful Accounts,(9M),(8M),(9M),(8M),(16M)
Other Receivable,518M,513M,-,-,-
Accounts Receivable Turnover,1.34,1.44,1.45,1.20,1.33
Inventories,1.49B,1.64B,1.8B,2.32B,2.47B
Finished Goods,639M,716M,821M,1.21B,1.02B
Work in Progress,-,-,-,-,-
Raw Materials,945M,1.01B,1.06B,1.2B,1.55B
Progress Payments & Other,(94M),(90M),(90M),(91M),(96M)
Other Current Assets,333M,332M,289M,409M,375M
Miscellaneous Current Assets,333M,332M,289M,409M,375M
Total Current Assets,5.03B,5.92B,5.22B,6.31B,6.49B
"Net Property, Plant & Equipment",6.3B,6.58B,6.92B,7.13B,7.07B
"Property, Plant & Equipment - Gross",10.04B,10.38B,10.72B,11.02B,11.35B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.74B,3.81B,3.8B,3.9B,4.28B
Total Investments and Advances,346M,240M,247M,267M,322M
Other Long-Term Investments,41M,58M,63M,77M,119M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.23B,6.14B,6.07B,5.95B,5.82B
Net Goodwill,4.45B,4.41B,4.38B,4.32B,4.35B
Net Other Intangibles,1.79B,1.73B,-,-,-
Other Assets,1.09B,1.11B,1.13B,1.19B,1.11B
Total Assets,19.15B,20.13B,19.71B,20.93B,20.93B
Total Assets Growth,-,5.15%,-2.08%,6.15%,0.00%
