Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,217.4M,88.2M,66.77M,46.18M,29.54M
Cash & Short Term Investments Growth,-,-59.43%,-24.30%,-30.85%,-36.03%
Cash Only,217.4M,88.2M,66.77M,46.18M,29.54M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.46%,0.18%,0.14%,0.09%,0.06%
Total Accounts Receivable,1.41B,1.47B,1.44B,1.66B,1.52B
Total Accounts Receivable Growth,-,3.73%,-1.92%,15.62%,-8.31%
"Accounts Receivables, Net",1.41B,1.47B,1.44B,1.66B,1.52B
"Accounts Receivables, Gross",1.84B,1.91B,1.85B,2.09B,1.98B
Bad Debt/Doubtful Accounts,(425.77M),(441.72M),(417.41M),(432.17M),(457.85M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.50,1.66,1.73,2.09,1.69
Inventories,187.69M,217.29M,267.55M,287.04M,262.42M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,187.69M,217.29M,205.1M,287.04M,262.42M
Progress Payments & Other,-,-,62.45M,-,-
Other Current Assets,1.45B,1.3B,1.5B,1.48B,1.45B
Miscellaneous Current Assets,1.45B,1.13B,1.5B,1.48B,1.45B
Total Current Assets,3.27B,3.07B,3.27B,3.47B,3.27B
"Net Property, Plant & Equipment",31.88B,32.47B,33.42B,33.85B,34.41B
"Property, Plant & Equipment - Gross",41.16B,41.85B,42.89B,43.44B,44.09B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,9.28B,9.38B,9.47B,9.59B,9.69B
Total Investments and Advances,1.71B,1.87B,1.94B,2.04B,2.21B
Other Long-Term Investments,507.65M,511.33M,505.05M,496.52M,491.32M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.45B,4.45B,4.48B,4.48B,4.48B
Net Goodwill,4.45B,4.45B,4.48B,4.48B,4.48B
Net Other Intangibles,-,-,-,-,-
Other Assets,5.92B,6.15B,5.38B,5.44B,5.55B
Total Assets,47.23B,48.01B,48.49B,49.29B,49.92B
Total Assets Growth,-,1.65%,1.00%,1.64%,1.27%
