Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.14B,3.26B,2.96B,2.3B,1.86B
Cash & Short Term Investments Growth,-,3.85%,-9.35%,-22.23%,-19.27%
Cash Only,3.14B,3.26B,2.96B,2.3B,1.86B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.95%,16.46%,8.82%,7.03%,5.83%
Total Accounts Receivable,2.12B,2.18B,2.71B,2.56B,2.58B
Total Accounts Receivable Growth,-,2.78%,24.56%,-5.82%,0.78%
"Accounts Receivables, Net",2.12B,2.18B,2.71B,2.56B,2.58B
"Accounts Receivables, Gross",2.24B,2.29B,2.84B,2.68B,2.7B
Bad Debt/Doubtful Accounts,(117M),(115M),(122M),(129M),(125M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.46,1.48,1.30,1.45,1.45
Inventories,2.07B,2.03B,2.45B,2.55B,2.66B
Finished Goods,1.37B,1.33B,1.56B,1.61B,1.67B
Work in Progress,225M,219M,300M,285M,317M
Raw Materials,474M,479M,591M,656M,678M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,680M,703M,750M,771M,788M
Miscellaneous Current Assets,680M,703M,385M,771M,788M
Total Current Assets,8B,8.17B,8.87B,8.17B,7.88B
"Net Property, Plant & Equipment",5.22B,5.16B,5.81B,5.72B,5.54B
"Property, Plant & Equipment - Gross",11.83B,11.75B,12.36B,12.37B,12.07B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.61B,6.59B,6.55B,6.64B,6.53B
Total Investments and Advances,108M,108M,154M,110M,104M
Other Long-Term Investments,108M,108M,154M,110M,104M
Long-Term Note Receivables,63M,89M,224M,116M,121M
Intangible Assets,5.06B,4.97B,17.63B,17.51B,17.1B
Net Goodwill,3.15B,3.1B,9.84B,9.82B,9.64B
Net Other Intangibles,1.91B,1.88B,-,-,-
Other Assets,1.23B,1.31B,459M,1.09B,1.08B
Total Assets,19.68B,19.81B,33.52B,32.72B,31.83B
Total Assets Growth,-,0.64%,69.24%,-2.40%,-2.71%
