Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,560M,987M,872M,712M,790M
Cash & Short Term Investments Growth,-,76.25%,-11.65%,-18.35%,10.96%
Cash Only,560M,987M,872M,712M,790M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.35%,7.27%,6.41%,5.30%,5.93%
Total Accounts Receivable,1.26B,1.47B,1.44B,1.37B,1.29B
Total Accounts Receivable Growth,-,17.37%,-2.38%,-4.66%,-5.69%
"Accounts Receivables, Net",1.26B,1.47B,1.44B,1.37B,1.29B
"Accounts Receivables, Gross",1.28B,1.5B,1.47B,1.4B,1.32B
Bad Debt/Doubtful Accounts,(29M),(29M),(31M),(30M),(29M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.03,1.88,1.91,1.90,1.90
Inventories,199M,205M,208M,197M,187M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,132M,189M,223M,195M,156M
Miscellaneous Current Assets,132M,189M,187M,195M,156M
Total Current Assets,2.15B,2.85B,2.74B,2.48B,2.43B
"Net Property, Plant & Equipment",2.21B,2.23B,2.3B,2.29B,2.26B
"Property, Plant & Equipment - Gross",-,-,5.39B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,1.29B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,3.09B,-,-
Total Investments and Advances,111M,124M,141M,155M,147M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,8.22B,8.21B,8.26B,8.37B,8.34B
Net Goodwill,7.05B,7.06B,7.1B,7.2B,7.2B
Net Other Intangibles,1.17B,1.15B,-,-,-
Other Assets,176M,155M,163M,155M,137M
Total Assets,12.86B,13.57B,13.61B,13.44B,13.31B
Total Assets Growth,-,5.53%,0.29%,-1.24%,-0.97%
