Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,7.88B,12.28B,12.95B,7.76B,6.24B
Cash & Due from Banks Growth,-,55.89%,5.44%,-40.09%,-19.58%
Investments - Total,23.22B,24.46B,25.85B,30.48B,31.58B
Investments Growth,-,5.33%,5.69%,17.89%,3.63%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,323.6M,277.6M,153M,177M,413M
Net Loans,122.48B,127.71B,134.26B,140.61B,150.79B
Gross Loans - Net of Unearned Income,123.12B,128.38B,-,-,-
Commercial & Industrial Loans,16.73B,17.1B,19.19B,18.94B,19.05B
Consumer & Installment Loans,-,-,-,-,-
Real Estate Mortgage Loans,98.33B,102.87B,106.79B,113.13B,122.66B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,8.07B,8.41B,8.98B,9.24B,9.81B
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(636.91M),(668.19M),(694M),(701M),(729M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,4.27%,5.13%,4.73%,7.24%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.78B,1.8B,1.79B,1.88B,1.92B
Other Assets (Including Intangibles),4.6B,6.23B,3.96B,4.68B,5.51B
Other Assets,4.37B,6B,3.73B,4.46B,5.29B
Intangible Assets,224.5M,223.18M,222M,221M,220M
Interest Receivables,467.41M,449.59M,501M,482M,567M
Total Assets,161.65B,172.57B,181.71B,187.12B,197.91B
Assets - Total Growth,-,6.76%,5.30%,2.98%,5.76%
Return On Average Assets,-,-,-,-,0.91%
