Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.97B,3.24B,2.46B,1.69B,1.68B
Cash & Short Term Investments Growth,-,64.40%,-23.87%,-31.47%,-0.28%
Cash Only,1.97B,3.24B,2.46B,1.69B,1.68B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.04%,13.36%,9.86%,6.33%,5.83%
Total Accounts Receivable,305M,321.7M,322.1M,328.3M,364M
Total Accounts Receivable Growth,-,5.48%,0.12%,1.92%,10.87%
"Accounts Receivables, Net",54.6M,58.6M,60.8M,64.8M,69.1M
"Accounts Receivables, Gross",54.6M,58.6M,60.8M,64.8M,69.1M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,250.4M,263.1M,-,-,-
Accounts Receivable Turnover,23.88,25.21,21.90,24.36,24.14
Inventories,16.01B,16.48B,18.2B,19.85B,21.7B
Finished Goods,15.15B,16.34B,16.91B,18.22B,19.59B
Work in Progress,113.9M,110.9M,131.4M,124.8M,124.5M
Raw Materials,-,-,-,-,-
Progress Payments & Other,745.8M,25.4M,1.17B,1.5B,1.98B
Other Current Assets,54.7M,51.6M,70.4M,77.2M,93.1M
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,18.34B,20.09B,21.06B,21.94B,23.84B
"Net Property, Plant & Equipment",402M,428.5M,448.5M,475.7M,524M
"Property, Plant & Equipment - Gross",697M,733.5M,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,295M,305M,-,-,-
Total Investments and Advances,1.67B,2.05B,1.86B,2.47B,2.25B
Other Long-Term Investments,1.67B,2.05B,1.86B,2.47B,2.25B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,177.7M,163.5M,171.8M,168.5M,177.3M
Net Goodwill,163.5M,163.5M,163.5M,163.5M,163.5M
Net Other Intangibles,14.2M,-,-,-,-
Other Assets,1.06B,1.13B,1.32B,1.5B,1.92B
Total Assets,21.79B,24.23B,25B,26.69B,28.87B
Total Assets Growth,-,11.18%,3.18%,6.74%,8.19%
