Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,13.26B,9.75B,5.52B,4.52B,3.91B
Cash & Due from Banks Growth,-,-26.48%,-43.34%,-18.07%,-13.62%
Investments - Total,38.89B,43.65B,47.05B,48.93B,47.07B
Investments Growth,-,12.26%,7.79%,3.98%,-3.80%
Trading Account Securities,117M,94M,65M,74M,36M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,4.41B,5.43B,6.06B,6.49B,5.29B
Net Loans,109.69B,108.46B,109.89B,110.8B,114.15B
Gross Loans - Net of Unearned Income,111.91B,110.57B,-,-,-
Commercial & Industrial Loans,41.9B,40.45B,41.69B,42.24B,43.44B
Consumer & Installment Loans,20.16B,20.59B,20.47B,19.93B,20.4B
Real Estate Mortgage Loans,44.82B,44.54B,44.77B,45.68B,47.34B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(2.22B),(2.11B),(2.03B),(2.02B),(2.07B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-1.12%,1.32%,0.83%,3.02%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.13B,1.13B,1.48B,1.17B,1.18B
Other Assets (Including Intangibles),11.84B,10.51B,10.38B,12.08B,12.06B
Other Assets,6.26B,4.94B,4.79B,6.49B,5.79B
Intangible Assets,5.59B,5.57B,5.59B,5.6B,6.27B
Interest Receivables,375M,375M,386M,393M,410M
Total Assets,175.17B,173.88B,174.06B,176.86B,178.78B
Assets - Total Growth,-,-0.74%,0.11%,1.60%,1.09%
Return On Average Assets,-,-,-,-,0.87%
