Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.43B,851.4M,777.8M,892M,848.5M
Cash & Short Term Investments Growth,-,-40.39%,-8.64%,14.68%,-4.88%
Cash Only,1.43B,851.4M,777.8M,892M,848.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.65%,4.04%,3.53%,3.81%,3.54%
Total Accounts Receivable,1.15B,1.31B,1.66B,1.72B,2.56B
Total Accounts Receivable Growth,-,14.46%,26.13%,3.48%,49.04%
"Accounts Receivables, Net",930.5M,1.08B,1.34B,1.53B,2.25B
"Accounts Receivables, Gross",930.5M,1.08B,1.34B,1.53B,3.15B
Bad Debt/Doubtful Accounts,-,-,(500K),-,(898.6M)
Other Receivable,217.9M,233M,-,-,-
Accounts Receivable Turnover,2.44,2.60,2.32,2.29,2.10
Inventories,2.19B,2.27B,2.74B,3.33B,3.64B
Finished Goods,1.14B,1.19B,1.53B,2B,2.09B
Work in Progress,698.8M,717.3M,741.1M,749.6M,849.4M
Raw Materials,335M,365.8M,434.6M,527.9M,562M
Progress Payments & Other,23.9M,3.8M,31.4M,47.4M,144.2M
Other Current Assets,216.6M,159.6M,148.1M,291.2M,252.3M
Miscellaneous Current Assets,108.7M,66.7M,40.8M,127.7M,85M
Total Current Assets,4.99B,4.6B,5.33B,6.23B,7.3B
"Net Property, Plant & Equipment",12.21B,12.4B,12.6B,12.99B,12.72B
"Property, Plant & Equipment - Gross",20.18B,20.44B,20.83B,21.57B,21.41B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.97B,8.04B,8.24B,8.58B,8.69B
Total Investments and Advances,1.41B,1.41B,1.43B,1.43B,1.45B
Other Long-Term Investments,744.5M,743.5M,740M,705.2M,688.4M
Long-Term Note Receivables,51.3M,44.8M,41.5M,46.4M,38M
Intangible Assets,1.2B,1.17B,1.17B,1.2B,1.16B
Net Goodwill,1.2B,1.17B,1.17B,1.2B,1.16B
Net Other Intangibles,-,-,-,-,-
Other Assets,440.1M,445.6M,473M,517.5M,500M
Total Assets,21.47B,21.08B,22.04B,23.42B,23.99B
Total Assets Growth,-,-1.83%,4.53%,6.29%,2.40%
