Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.99B,8.91B,10.73B,10.12B,7.9B
Cash & Short Term Investments Growth,-,11.46%,20.45%,-5.71%,-21.93%
Cash Only,5.6B,5.55B,6.85B,5.05B,2.87B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,49.46%,42.57%,43.13%,36.64%,30.32%
Total Accounts Receivable,2.07B,3.2B,3.3B,3.36B,2.84B
Total Accounts Receivable Growth,-,54.47%,3.03%,2.06%,-15.46%
"Accounts Receivables, Net",2.02B,3.14B,3.18B,3.17B,2.69B
"Accounts Receivables, Gross",2.02B,3.14B,3.18B,3.17B,2.69B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,51M,57M,-,-,-
Accounts Receivable Turnover,2.10,1.55,2.17,1.80,1.66
Inventories,643M,965M,1.44B,1.94B,1.92B
Finished Goods,41M,127M,233M,357M,142M
Work in Progress,224M,233M,338M,513M,379M
Raw Materials,378M,605M,870M,1.07B,1.4B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,265M,355M,607M,929M,901M
Miscellaneous Current Assets,206M,250M,481M,701M,791M
Total Current Assets,10.97B,13.43B,16.07B,16.35B,13.56B
"Net Property, Plant & Equipment",898M,960M,1.38B,1.47B,1.45B
"Property, Plant & Equipment - Gross",1.1B,1.23B,1.74B,1.9B,1.91B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,23M,24M,25M,26M,25M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,204M,274M,352M,431M,466M
Total Investments and Advances,4.22B,6.45B,6.86B,9.21B,10.2B
Other Long-Term Investments,4.22B,6.45B,6.86B,9.18B,10.17B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,2M,4M,34M,52M,45M
Total Assets,16.15B,20.92B,24.87B,27.61B,26.04B
Total Assets Growth,-,29.53%,18.86%,11.02%,-5.67%
