Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,581.9M,685.2M,631.4M,579.4M,459.4M
Cash & Short Term Investments Growth,-,17.75%,-7.85%,-8.24%,-20.71%
Cash Only,444.8M,486.1M,443.3M,405.8M,359.4M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,18.53%,20.76%,18.17%,16.87%,13.83%
Total Accounts Receivable,607M,623.8M,634.4M,608.3M,621.5M
Total Accounts Receivable Growth,-,2.77%,1.70%,-4.11%,2.17%
"Accounts Receivables, Net",607M,623.8M,634.4M,608.3M,621.5M
"Accounts Receivables, Gross",615.8M,633.9M,643.9M,618.4M,632.1M
Bad Debt/Doubtful Accounts,(8.8M),(10.1M),(9.5M),(10.1M),(10.6M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.42,1.47,1.57,1.61,1.55
Inventories,330.4M,357.7M,447.7M,488.7M,493M
Finished Goods,142.8M,154.6M,190.2M,199.2M,174.3M
Work in Progress,26.4M,29.7M,42M,51.4M,50M
Raw Materials,185.5M,213.7M,286.3M,315.3M,346.3M
Progress Payments & Other,(24.3M),(40.3M),(70.8M),(77.2M),(77.6M)
Other Current Assets,66.4M,71.4M,39.1M,45M,57.3M
Miscellaneous Current Assets,66.4M,71.4M,39.1M,45M,57.3M
Total Current Assets,1.59B,1.74B,1.75B,1.72B,1.63B
"Net Property, Plant & Equipment",581.7M,578.8M,639.2M,636.7M,623.8M
"Property, Plant & Equipment - Gross",1.29B,1.3B,1.38B,1.39B,1.38B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,137.5M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,706.4M,721M,736.5M,751.3M,753.6M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,865.9M,867M,992.6M,989.2M,984.9M
Net Goodwill,547.9M,551.8M,627.8M,628.8M,627.4M
Net Other Intangibles,318M,315.2M,-,-,-
Other Assets,106.9M,116.1M,90M,87.6M,81.5M
Total Assets,3.14B,3.3B,3.47B,3.43B,3.32B
Total Assets Growth,-,5.09%,5.28%,-1.14%,-3.30%
