Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.01B,1.06B,866M,935M,978M
Cash & Short Term Investments Growth,-,5.06%,-18.15%,7.97%,4.60%
Cash Only,937M,958M,832M,877M,858M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.29%,6.66%,5.76%,5.95%,6.22%
Total Accounts Receivable,1.44B,1.42B,1.3B,1.53B,1.49B
Total Accounts Receivable Growth,-,-1.32%,-8.92%,18.12%,-2.74%
"Accounts Receivables, Net",1.44B,1.42B,1.3B,1.53B,1.49B
"Accounts Receivables, Gross",1.53B,1.5B,1.38B,1.61B,1.56B
Bad Debt/Doubtful Accounts,(85M),(80M),(78M),(80M),(71M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.95,3.10,3.39,2.87,3.01
Inventories,1.7B,1.67B,1.69B,1.92B,2.01B
Finished Goods,1.18B,1.18B,1.15B,1.32B,1.4B
Work in Progress,48M,44M,39M,50M,53M
Raw Materials,470M,451M,505M,550M,559M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,502M,518M,542M,598M,680M
Miscellaneous Current Assets,502M,518M,542M,598M,680M
Total Current Assets,4.65B,4.67B,4.4B,4.99B,5.16B
"Net Property, Plant & Equipment",3.67B,3.63B,4.26B,3.75B,3.77B
"Property, Plant & Equipment - Gross",8.85B,8.83B,9.43B,9.04B,9.01B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.18B,5.19B,5.17B,5.29B,5.25B
Total Investments and Advances,-,-,84M,-,44M
Other Long-Term Investments,-,-,20M,-,44M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.54B,6.4B,5.75B,5.71B,5.55B
Net Goodwill,3.75B,3.69B,3.28B,3.29B,3.24B
Net Other Intangibles,2.79B,2.72B,-,-,-
Other Assets,859M,913M,363M,1.08B,1B
Total Assets,16B,15.88B,15.04B,15.72B,15.71B
Total Assets Growth,-,-0.74%,-5.29%,4.54%,-0.08%
