Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,523.03M,650.56M,669.22M,758.61M,844.32M
Cash & Short Term Investments Growth,-,24.38%,2.87%,13.36%,11.30%
Cash Only,175.45M,241.88M,144.26M,132.82M,180.49M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,35.86%,42.52%,42.01%,45.33%,49.56%
Total Accounts Receivable,88.65M,89.57M,88.95M,90.61M,91.1M
Total Accounts Receivable Growth,-,1.04%,-0.69%,1.86%,0.55%
"Accounts Receivables, Net",88.65M,89.57M,88.95M,90.61M,91.1M
"Accounts Receivables, Gross",88.65M,89.57M,88.95M,91.23M,91.1M
Bad Debt/Doubtful Accounts,-,-,-,(624K),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.85,2.77,2.94,2.98,3.04
Inventories,83.66M,85.99M,90.2M,93.98M,95.37M
Finished Goods,-,23.88M,24.86M,30.87M,25.7M
Work in Progress,-,36.03M,36.42M,34.79M,38.71M
Raw Materials,-,26.08M,28.92M,28.33M,30.97M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,34.54M,45.37M,36.63M,33.28M,29.56M
Miscellaneous Current Assets,34.54M,45.37M,36.63M,33.28M,29.56M
Total Current Assets,729.87M,871.49M,885.01M,976.47M,1.06B
"Net Property, Plant & Equipment",203.93M,202.28M,205.95M,212.01M,206.84M
"Property, Plant & Equipment - Gross",291.96M,295.51M,304.88M,314.07M,312.88M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,88.03M,93.23M,98.93M,102.06M,106.04M
Total Investments and Advances,393.5M,327.49M,374.17M,351.94M,296.24M
Other Long-Term Investments,393.5M,327.49M,374.17M,351.94M,296.24M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,120.91M,119.23M,117.73M,116.3M,113.02M
Net Goodwill,79.01M,78.17M,77.45M,76.79M,74.86M
Net Other Intangibles,41.9M,41.06M,-,-,-
Other Assets,5.22M,6.57M,6.34M,6.12M,10.07M
Total Assets,1.46B,1.53B,1.59B,1.67B,1.7B
Total Assets Growth,-,4.91%,4.11%,5.05%,1.81%
