Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,578M,811M,621M,798M,951M
Cash Growth,-,40.31%,-23.43%,28.50%,19.17%
Total Investment Assets,54.37B,54.04B,53.94B,51.1B,48.08B
Investments Growth,-,-0.61%,-0.19%,-5.26%,-5.92%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,3.02B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,9.16B,9.19B,3.25B,9.26B,9.7B
Premium Balance Growth,-,0.27%,-64.58%,184.54%,4.77%
"Net Property, Plant & Equipment",9.85B,9.88B,10.16B,9.9B,9.96B
Investment in Unconsolidated Subs.,-,-,734M,-,-
Other Assets (Including Intangibles),7.65B,7.81B,7.41B,8.09B,8.38B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,4.03B,4.14B,4.37B,4.27B,4.39B
Tangible Other Assets,3.27B,3.32B,2.59B,3.47B,3.65B
Intangible Assets,350M,349M,458M,348M,346M
Total Assets,81.61B,81.73B,76.16B,79.14B,77.07B
Assets - Total - 1 Year Growth,-,0.14%,-6.81%,3.91%,-2.62%
Return On Average Assets,-,-,-,-,2.08%
