Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.29B,1.27B,1.34B,1.42B,1.33B
Cash & Short Term Investments Growth,-,-70.49%,5.85%,5.75%,-6.29%
Cash Only,4.2B,1.08B,1.23B,1.35B,1.29B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,49.41%,8.40%,8.80%,9.27%,8.59%
Total Accounts Receivable,540M,604M,664M,630M,660M
Total Accounts Receivable Growth,-,11.85%,9.93%,-5.12%,4.76%
"Accounts Receivables, Net",540M,604M,664M,630M,660M
"Accounts Receivables, Gross",542M,607M,667M,633M,664M
Bad Debt/Doubtful Accounts,(2M),(3M),(3M),(3M),(4M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.09,1.83,1.80,1.94,1.76
Inventories,380M,401M,431M,465M,518M
Finished Goods,23M,26M,27M,32M,32M
Work in Progress,278M,286M,312M,340M,366M
Raw Materials,79M,89M,92M,170M,202M
Progress Payments & Other,-,-,-,(77M),(82M)
Other Current Assets,104M,181M,279M,244M,386M
Miscellaneous Current Assets,104M,181M,279M,244M,386M
Total Current Assets,5.31B,2.45B,2.71B,2.76B,2.89B
"Net Property, Plant & Equipment",1.48B,1.69B,1.7B,1.74B,1.75B
"Property, Plant & Equipment - Gross",-,-,2.49B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,377M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,796M,-,-
Total Investments and Advances,482M,233M,213M,224M,229M
Other Long-Term Investments,338M,61M,40M,41M,42M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.13B,10.45B,10.36B,10.32B,10.36B
Net Goodwill,966M,7.1B,7.11B,7.11B,7.16B
Net Other Intangibles,162M,3.35B,-,-,-
Other Assets,274M,245M,232M,233M,220M
Total Assets,8.68B,15.06B,15.22B,15.27B,15.45B
Total Assets Growth,-,73.64%,1.02%,0.37%,1.14%
