Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,777M,757M,1.63B,2.62B,2.37B
Cash & Short Term Investments Growth,-,-2.57%,115.06%,60.75%,-9.44%
Cash Only,777M,757M,1.63B,2.62B,2.37B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.47%,6.43%,12.95%,18.99%,17.66%
Total Accounts Receivable,401M,386M,497M,679M,724M
Total Accounts Receivable Growth,-,-3.74%,28.76%,36.62%,6.63%
"Accounts Receivables, Net",401M,386M,464M,679M,724M
"Accounts Receivables, Gross",401M,386M,464M,679M,724M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.96,3.53,5.11,4.22,4.68
Inventories,290M,418M,408M,488M,497M
Finished Goods,242M,370M,358M,436M,455M
Work in Progress,-,-,-,-,-
Raw Materials,48M,48M,50M,52M,42M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,101M,253M,60M,42M,147M
Miscellaneous Current Assets,33M,52M,56M,42M,75M
Total Current Assets,1.57B,1.81B,2.59B,3.83B,3.74B
"Net Property, Plant & Equipment",7.67B,7.47B,7.32B,7.14B,6.85B
"Property, Plant & Equipment - Gross",14.25B,14.13B,14.13B,14.16B,14.02B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.59B,6.66B,6.81B,7.02B,7.17B
Total Investments and Advances,82M,92M,82M,84M,79M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.48B,2.18B,2.14B,2.14B,2.12B
Net Goodwill,2.38B,2.12B,2.09B,2.09B,2.09B
Net Other Intangibles,102M,66M,-,-,-
Other Assets,211M,207M,240M,595M,634M
Total Assets,12.01B,11.77B,12.57B,13.78B,13.42B
Total Assets Growth,-,-2.01%,6.83%,9.64%,-2.60%
