Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,27.12B,28.91B,38.15B,27.77B,24.9B
Cash & Due from Banks Growth,-,6.60%,31.98%,-27.22%,-10.32%
Investments - Total,1.44T,1.48T,1.4T,1.46T,1.48T
Investments Growth,-,2.58%,-5.45%,4.76%,0.88%
Trading Account Securities,370.95B,342.91B,331.95B,358B,340.88B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,279.27B,301.74B,230.68B,251.12B,266.33B
Net Loans,657.6B,647.05B,651.31B,644.28B,641.38B
Gross Loans - Net of Unearned Income,676.83B,664.76B,-,-,-
Commercial & Industrial Loans,80.31B,83.42B,81.14B,72.88B,76.29B
Consumer & Installment Loans,149.28B,128.71B,137.03B,171.29B,176.85B
Real Estate Mortgage Loans,164.5B,113.41B,112.27B,107.43B,111.1B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,180.94B,275.98B,269.98B,259.77B,246.63B
Broker & Financial Institution Loans,101.21B,62.82B,66.94B,47.93B,46.09B
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(19.24B),(17.72B),(16.46B),(15.39B),(15.95B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-1.60%,0.66%,-1.08%,-0.45%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",2.8B,2.8B,845M,2.9B,3B
Other Assets (Including Intangibles),201.14B,206.74B,180.35B,256.78B,209.89B
Other Assets,174.81B,181.02B,154.96B,232.91B,186.37B
Intangible Assets,26.33B,25.72B,25.39B,23.87B,23.52B
Interest Receivables,-,-,-,-,-
Total Assets,2.33T,2.36T,2.3T,2.39T,2.38T
Assets - Total Growth,-,1.46%,-2.77%,4.25%,-0.55%
Return On Average Assets,-,-,-,-,0.96%
