Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.54B,2.53B,3.16B,3.94B,2.34B
Cash & Short Term Investments Growth,-,-0.08%,24.71%,24.56%,-40.53%
Cash Only,2.54B,2.53B,3.16B,3.94B,2.34B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.03%,3.98%,4.96%,6.22%,3.76%
Total Accounts Receivable,20.2B,20.14B,18.36B,18.58B,19.9B
Total Accounts Receivable Growth,-,-0.29%,-8.86%,1.24%,7.09%
"Accounts Receivables, Net",20.2B,20.14B,18.36B,16.29B,19.9B
"Accounts Receivables, Gross",20.2B,20.14B,18.36B,16.44B,19.9B
Bad Debt/Doubtful Accounts,-,-,-,(144M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.10,3.31,3.74,3.56,3.37
Inventories,20.02B,19.34B,19.02B,18.7B,19.51B
Finished Goods,20.02B,19.34B,19.02B,18.7B,19.51B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,601M,3.57B,5.96B,5.01B,3.64B
Miscellaneous Current Assets,601M,3.57B,5.96B,5.01B,3.64B
Total Current Assets,43.35B,45.58B,46.5B,46.23B,45.38B
"Net Property, Plant & Equipment",4.62B,3.99B,3.65B,3.64B,3.68B
"Property, Plant & Equipment - Gross",-,-,-,5.63B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,1.99B,-
Total Investments and Advances,-,-,-,-,2M
Other Long-Term Investments,-,-,-,-,2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,12.32B,11.86B,11.59B,11.83B,11.34B
Net Goodwill,9.52B,9.47B,9.46B,9.45B,9.37B
Net Other Intangibles,2.8B,2.39B,-,-,-
Other Assets,2.61B,2.17B,1.97B,1.6B,1.89B
Total Assets,62.89B,63.6B,63.71B,63.3B,62.3B
Total Assets Growth,-,1.12%,0.17%,-0.64%,-1.58%
